index,CID,SMILES
17078,MAT-POS-5369c344-4,CCCOc1cc(Cl)cc2c1OCCC2C(=O)Nc1cncc2ccccc12
13669,EDJ-MED-e4b030d8-7,COc1cc(Cl)cc2c1OCC[C@H]2C(=O)Nc1cncc2ccccc12
13748,DAR-DIA-6a508060-4,COc1cc(Cl)cc2c1OCCC2C(=O)Nc1cncc2ccccc12
14458,NAU-LAT-0543f7f2-10,CC(=O)NCCOc1cc(Cl)cc2c1OCCC2C(=O)Nc1cncc2ccccc12
14753,MAT-POS-43fe65f4-1,COc1cc(Cl)cc2c1OCC[C@@H]2C(=O)Nc1cncc2ccccc12
15179,LAU-MED-88a3970a-1,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2c(OCCO)cc(Cl)cc21
15180,LAU-MED-88a3970a-2,O=C(Nc1cncc2ccccc12)[C@H]1CCOc2c(OCCO)cc(Cl)cc21
15181,LAU-MED-88a3970a-3,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2c(OCCCO)cc(Cl)cc21
15182,LAU-MED-88a3970a-4,O=C(Nc1cncc2ccccc12)[C@H]1CCOc2c(OCCCO)cc(Cl)cc21
15784,RAL-THA-05e671eb-19,COc1cc(Cl)cc2c1OCCC2C(=O)Nc1cncc2ccccc12
16841,DAR-DIA-0587064e-10,O=C(Nc1cncc2ccccc12)C1CCOc2c(OCCC(F)(F)F)cc(Cl)cc21
16843,DAR-DIA-0587064e-12,CCCOc1cc(Cl)cc2c1OCCC2C(=O)Nc1cncc2ccccc12
16846,DAR-DIA-0587064e-15,O=C(Nc1cncc2ccccc12)C1CCOc2c(OCC3CC3)cc(Cl)cc21
16848,DAR-DIA-0587064e-17,COCCOc1cc(Cl)cc2c1OCCC2C(=O)Nc1cncc2ccccc12
17075,MAT-POS-5369c344-1,O=C(Nc1cncc2ccccc12)C1CCOc2c(OCC3CC3)cc(Cl)cc21
17076,MAT-POS-5369c344-2,O=C(Nc1cncc2ccccc12)C1CCOc2c(OCCC(F)(F)F)cc(Cl)cc21
17254,KAD-UNI-877d7bed-12,O=C1NC(=O)C(CCOc2cc(Cl)cc3c2OCCC3C(=O)Nc2cncc3ccccc23)N1
17258,KAD-UNI-877d7bed-16,O=C(Nc1cncc2ccccc12)C1CCOc2c(OCCN3C(=O)CCC3=O)cc(Cl)cc21
