lig_1,lig_2,freenrg,error
lig_ejm_55,lig_jmc_27,-1.4239863999999969,2.5901713070122296
lig_jmc_27,lig_ejm_55,1.4239863999999969,2.5901713070122296
lig_ejm_45,lig_ejm_54,-0.3726197999999954,0.4224667022733999
lig_ejm_54,lig_ejm_45,0.3726197999999954,0.4224667022733999
lig_ejm_45,lig_jmc_23,3.6641458,6.040997458156333
lig_jmc_23,lig_ejm_45,-3.6641458,6.040997458156333
lig_jmc_23,lig_ejm_42,0.8629769500000002,1.3117795395460878
lig_ejm_42,lig_jmc_23,-0.8629769500000002,1.3117795395460878
lig_ejm_43,lig_ejm_31,0.5058561999999966,1.2985251582785757
lig_ejm_31,lig_ejm_43,-0.5058561999999966,1.2985251582785757
lig_ejm_48,lig_ejm_50,-1.4164762000000124,4.871503806932779
lig_ejm_50,lig_ejm_48,1.4164762000000124,4.871503806932779
lig_ejm_48,lig_ejm_49,-0.21113669999999995,4.847444132818532
lig_ejm_49,lig_ejm_48,0.21113669999999995,4.847444132818532
lig_ejm_55,lig_ejm_54,-0.5314439999999934,0.6505247105032053
lig_ejm_54,lig_ejm_55,0.5314439999999934,0.6505247105032053
lig_jmc_28,lig_ejm_48,0.24222719999999942,2.447658396045363
lig_ejm_48,lig_jmc_28,-0.24222719999999942,2.447658396045363
lig_ejm_48,lig_jmc_30,0.9117196000000014,1.224703793344007
lig_jmc_30,lig_ejm_48,-0.9117196000000014,1.224703793344007
lig_ejm_55,lig_ejm_48,1.7962374000000096,1.723381054870548
lig_ejm_48,lig_ejm_55,-1.7962374000000096,1.723381054870548
lig_jmc_28,lig_ejm_31,0.17708620000000508,1.0229436260540268
lig_ejm_31,lig_jmc_28,-0.17708620000000508,1.0229436260540268
lig_ejm_43,lig_ejm_42,0.13747740000000164,0.7737482042548465
lig_ejm_42,lig_ejm_43,-0.13747740000000164,0.7737482042548465
lig_ejm_55,lig_ejm_42,0.5726593999999956,0.19256437793174566
lig_ejm_42,lig_ejm_55,-0.5726593999999956,0.19256437793174566
lig_jmc_23,lig_jmc_27,0.10064760000000206,0.26437965501498
lig_jmc_27,lig_jmc_23,-0.10064760000000206,0.26437965501498
lig_jmc_28,lig_jmc_23,-0.8792498000000002,0.1033932038021848
lig_jmc_23,lig_jmc_28,0.8792498000000002,0.1033932038021848
lig_jmc_23,lig_ejm_43,4.698647600000001,8.726349619310461
lig_ejm_43,lig_jmc_23,-4.698647600000001,8.726349619310461
lig_ejm_46,lig_ejm_42,-1.1321572,5.395806711057927
lig_ejm_42,lig_ejm_46,1.1321572,5.395806711057927
lig_ejm_54,lig_ejm_31,1.4044693999999964,0.356490119561705
lig_ejm_31,lig_ejm_54,-1.4044693999999964,0.356490119561705
lig_ejm_47,lig_ejm_55,-2.1753744000000026,3.86928430316935
lig_ejm_55,lig_ejm_47,2.1753744000000026,3.86928430316935
lig_jmc_27,lig_jmc_30,0.25767820000000086,0.3252233026733468
lig_jmc_30,lig_jmc_27,-0.25767820000000086,0.3252233026733468
lig_jmc_23,lig_ejm_44,0.7002560000000031,10.775424386506545
lig_ejm_44,lig_jmc_23,-0.7002560000000031,10.775424386506545
lig_ejm_42,lig_ejm_31,0.4045717999999958,0.2832001299677666
lig_ejm_31,lig_ejm_42,-0.4045717999999958,0.2832001299677666
lig_ejm_54,lig_ejm_49,-12.070236999999992,28.06383627559709
lig_ejm_49,lig_ejm_54,12.070236999999992,28.06383627559709
lig_ejm_45,lig_ejm_50,0.6979308000000088,2.316453342956686
lig_ejm_50,lig_ejm_45,-0.6979308000000088,2.316453342956686
lig_ejm_43,lig_jmc_30,-2.3305586,1.9157644795008182
lig_jmc_30,lig_ejm_43,2.3305586,1.9157644795008182
lig_ejm_47,lig_ejm_48,-2.46638465,5.38575556873352
lig_ejm_48,lig_ejm_47,2.46638465,5.38575556873352
lig_ejm_47,lig_jmc_27,-0.4423150000000007,1.1102291224663134
lig_jmc_27,lig_ejm_47,0.4423150000000007,1.1102291224663134
lig_jmc_27,lig_ejm_49,1.4859710000000028,1.13502888685633
lig_ejm_49,lig_jmc_27,-1.4859710000000028,1.13502888685633
lig_ejm_45,lig_ejm_43,-0.639802600000003,13.195636817632131
lig_ejm_43,lig_ejm_45,0.639802600000003,13.195636817632131
lig_jmc_23,lig_jmc_30,0.24751040000000302,0.35644730041429895
lig_jmc_30,lig_jmc_23,-0.24751040000000302,0.35644730041429895
lig_jmc_28,lig_ejm_42,1.986037399999999,3.0400399767108883
lig_ejm_42,lig_jmc_28,-1.986037399999999,3.0400399767108883
lig_jmc_28,lig_ejm_55,0.3185919999999953,3.9967768921174573
lig_ejm_55,lig_jmc_28,-0.3185919999999953,3.9967768921174573
lig_ejm_54,lig_ejm_48,-4.143580249999999,10.983352421298273
lig_ejm_48,lig_ejm_54,4.143580249999999,10.983352421298273
lig_ejm_55,lig_ejm_43,0.7790951999999933,0.8666020955901728
lig_ejm_43,lig_ejm_55,-0.7790951999999933,0.8666020955901728
lig_ejm_44,lig_ejm_49,-5.944885200000003,15.497207738259355
lig_ejm_49,lig_ejm_44,5.944885200000003,15.497207738259355
lig_jmc_28,lig_ejm_50,-3.262708400000008,3.1882093687063633
lig_ejm_50,lig_jmc_28,3.262708400000008,3.1882093687063633
lig_ejm_47,lig_ejm_49,-0.9941834000000007,2.5399737377133644
lig_ejm_49,lig_ejm_47,0.9941834000000007,2.5399737377133644
lig_ejm_44,lig_jmc_27,-4.669793299999995,4.839268618053
lig_jmc_27,lig_ejm_44,4.669793299999995,4.839268618053
lig_ejm_45,lig_ejm_55,-0.6076011999999977,0.48067730998182073
lig_ejm_55,lig_ejm_45,0.6076011999999977,0.48067730998182073
lig_jmc_27,lig_ejm_31,0.7309400000000004,1.0447506340031956
lig_ejm_31,lig_jmc_27,-0.7309400000000004,1.0447506340031956
lig_jmc_27,lig_ejm_46,0.5476451999999981,0.36116313940843964
lig_ejm_46,lig_jmc_27,-0.5476451999999981,0.36116313940843964
lig_jmc_28,lig_ejm_44,-2.568809800000004,13.008775294229991
lig_ejm_44,lig_jmc_28,2.568809800000004,13.008775294229991
lig_jmc_28,lig_ejm_49,0.5678792000000001,1.0725206206201163
lig_ejm_49,lig_jmc_28,-0.5678792000000001,1.0725206206201163
lig_jmc_30,lig_ejm_42,2.498023400000001,3.1424524899221375
lig_ejm_42,lig_jmc_30,-2.498023400000001,3.1424524899221375
lig_ejm_45,lig_jmc_28,2.3389343999999994,2.7915237518010834
lig_jmc_28,lig_ejm_45,-2.3389343999999994,2.7915237518010834
lig_ejm_47,lig_ejm_43,2.506471199999999,2.2797778393480708
lig_ejm_43,lig_ejm_47,-2.506471199999999,2.2797778393480708
lig_ejm_54,lig_ejm_44,1.8148235999999969,1.087142085660194
lig_ejm_44,lig_ejm_54,-1.8148235999999969,1.087142085660194
lig_ejm_46,lig_ejm_50,0.8005470000000017,0.9955837042854133
lig_ejm_50,lig_ejm_46,-0.8005470000000017,0.9955837042854133
lig_ejm_47,lig_ejm_44,2.681845599999999,15.005556641531792
lig_ejm_44,lig_ejm_47,-2.681845599999999,15.005556641531792
lig_jmc_30,lig_ejm_31,2.548410600000004,1.047150119633054
lig_ejm_31,lig_jmc_30,-2.548410600000004,1.047150119633054
lig_ejm_45,lig_ejm_48,2.665973799999998,5.674260411063081
lig_ejm_48,lig_ejm_45,-2.665973799999998,5.674260411063081
lig_ejm_42,lig_ejm_49,0.4250118000000018,0.664796917926189
lig_ejm_49,lig_ejm_42,-0.4250118000000018,0.664796917926189
lig_jmc_30,lig_ejm_50,-3.446265000000004,5.5103101782906565
lig_ejm_50,lig_jmc_30,3.446265000000004,5.5103101782906565
lig_ejm_46,lig_jmc_30,-0.2797912000000009,0.6229368587059205
lig_jmc_30,lig_ejm_46,0.2797912000000009,0.6229368587059205
lig_ejm_31,lig_ejm_50,-0.05282619999999838,0.11377886638282358
lig_ejm_50,lig_ejm_31,0.05282619999999838,0.11377886638282358
lig_jmc_23,lig_ejm_31,1.6692100000000005,2.4712047348372574
lig_ejm_31,lig_jmc_23,-1.6692100000000005,2.4712047348372574
lig_jmc_28,lig_ejm_54,-5.223834799999992,4.009955884438343
lig_ejm_54,lig_jmc_28,5.223834799999992,4.009955884438343
lig_ejm_44,lig_ejm_42,-2.2203882000000092,1.3653949655776816
lig_ejm_42,lig_ejm_44,2.2203882000000092,1.3653949655776816
lig_jmc_23,lig_ejm_46,0.6819094000000021,0.3674933379630176
lig_ejm_46,lig_jmc_23,-0.6819094000000021,0.3674933379630176
lig_ejm_54,lig_jmc_27,1.1791405999999967,1.8035380312740414
lig_jmc_27,lig_ejm_54,-1.1791405999999967,1.8035380312740414
lig_ejm_55,lig_ejm_50,-2.1426943999999963,3.7400426891080816
lig_ejm_50,lig_ejm_55,2.1426943999999963,3.7400426891080816
lig_ejm_55,lig_jmc_23,-0.6410584000000004,0.7806892874005639
lig_jmc_23,lig_ejm_55,0.6410584000000004,0.7806892874005639
lig_ejm_45,lig_jmc_30,-0.8258921999999949,15.39529241347618
lig_jmc_30,lig_ejm_45,0.8258921999999949,15.39529241347618
lig_ejm_54,lig_ejm_50,1.141236599999985,0.3393020043699104
lig_ejm_50,lig_ejm_54,-1.141236599999985,0.3393020043699104
lig_ejm_48,lig_ejm_31,2.0043283999999986,5.191471959495711
lig_ejm_31,lig_ejm_48,-2.0043283999999986,5.191471959495711
lig_ejm_31,lig_ejm_49,0.5349193999999997,0.4442865014567055
lig_ejm_49,lig_ejm_31,-0.5349193999999997,0.4442865014567055
lig_jmc_23,lig_ejm_49,1.7772351999999998,1.2834071138207714
lig_ejm_49,lig_jmc_23,-1.7772351999999998,1.2834071138207714
lig_ejm_45,lig_ejm_46,-3.162821600000001,8.938022543049858
lig_ejm_46,lig_ejm_45,3.162821600000001,8.938022543049858
lig_ejm_55,lig_ejm_46,-0.3196579999999898,2.476456123468711
lig_ejm_46,lig_ejm_55,0.3196579999999898,2.476456123468711
lig_ejm_47,lig_ejm_42,0.22051779999999965,1.3918395604374811
lig_ejm_42,lig_ejm_47,-0.22051779999999965,1.3918395604374811
lig_ejm_47,lig_jmc_28,-0.40297739999999926,0.6800676916874088
lig_jmc_28,lig_ejm_47,0.40297739999999926,0.6800676916874088
lig_ejm_45,lig_jmc_27,-2.484047999999999,6.765387795548811
lig_jmc_27,lig_ejm_45,2.484047999999999,6.765387795548811
lig_ejm_48,lig_ejm_42,3.1248825999999994,3.837939053817963
lig_ejm_42,lig_ejm_48,-3.1248825999999994,3.837939053817963
lig_ejm_47,lig_ejm_54,0.499900199999999,1.928371783407979
lig_ejm_54,lig_ejm_47,-0.499900199999999,1.928371783407979
lig_jmc_30,lig_ejm_49,-0.4665177999999983,4.156896766388523
lig_ejm_49,lig_jmc_30,0.4665177999999983,4.156896766388523
lig_ejm_45,lig_ejm_31,0.7347321999999998,2.2365963628841934
lig_ejm_31,lig_ejm_45,-0.7347321999999998,2.2365963628841934
lig_ejm_46,lig_ejm_49,1.5547347999999999,1.7750989213522048
lig_ejm_49,lig_ejm_46,-1.5547347999999999,1.7750989213522048
lig_jmc_27,lig_ejm_42,-1.5624533500000002,4.747073562426374
lig_ejm_42,lig_jmc_27,1.5624533500000002,4.747073562426374
lig_ejm_44,lig_jmc_30,0.6206033499999979,14.730782244192728
lig_jmc_30,lig_ejm_44,-0.6206033499999979,14.730782244192728
lig_ejm_48,lig_ejm_46,4.2631847,4.672438817692642
lig_ejm_46,lig_ejm_48,-4.2631847,4.672438817692642
lig_ejm_54,lig_ejm_42,1.1411286000000018,0.6362793669185267
lig_ejm_42,lig_ejm_54,-1.1411286000000018,0.6362793669185267
lig_jmc_27,lig_ejm_50,-0.48788499999999857,2.429141548481537
lig_ejm_50,lig_jmc_27,0.48788499999999857,2.429141548481537
lig_ejm_44,lig_ejm_46,0.8943005999999976,5.001938365451577
lig_ejm_46,lig_ejm_44,-0.8943005999999976,5.001938365451577
lig_ejm_54,lig_jmc_23,5.997028999999998,7.315259906225538
lig_jmc_23,lig_ejm_54,-5.997028999999998,7.315259906225538
lig_ejm_43,lig_ejm_50,-6.291079200000006,8.653096181392648
lig_ejm_50,lig_ejm_43,6.291079200000006,8.653096181392648
lig_ejm_43,lig_ejm_49,0.9776726000000004,6.0666134376587735
lig_ejm_49,lig_ejm_43,-0.9776726000000004,6.0666134376587735
lig_ejm_50,lig_ejm_49,-4.344788999999999,9.495738229252675
lig_ejm_49,lig_ejm_50,4.344788999999999,9.495738229252675
lig_ejm_48,lig_ejm_44,14.293484899999997,12.281915357700626
lig_ejm_44,lig_ejm_48,-14.293484899999997,12.281915357700626
lig_ejm_45,lig_ejm_47,1.9934955999999993,3.2478923875142787
lig_ejm_47,lig_ejm_45,-1.9934955999999993,3.2478923875142787
lig_ejm_45,lig_ejm_42,1.4690173999999998,4.910630620406988
lig_ejm_42,lig_ejm_45,-1.4690173999999998,4.910630620406988
lig_jmc_28,lig_jmc_27,-0.7321481999999992,0.14595349192259835
lig_jmc_27,lig_jmc_28,0.7321481999999992,0.14595349192259835
lig_ejm_48,lig_ejm_43,-2.6204092999999986,8.524716095805374
lig_ejm_43,lig_ejm_48,2.6204092999999986,8.524716095805374
lig_ejm_45,lig_ejm_49,-4.9626254,9.277581913553576
lig_ejm_49,lig_ejm_45,4.9626254,9.277581913553576
lig_jmc_23,lig_ejm_50,10.338192800000002,21.20736432949332
lig_ejm_50,lig_jmc_23,-10.338192800000002,21.20736432949332
lig_ejm_54,lig_ejm_43,1.4837220000000002,1.0639656559357937
lig_ejm_43,lig_ejm_54,-1.4837220000000002,1.0639656559357937
lig_ejm_55,lig_jmc_30,-0.5774419999999907,0.8146170563851459
lig_jmc_30,lig_ejm_55,0.5774419999999907,0.8146170563851459
lig_ejm_43,lig_ejm_46,-1.1762466000000007,3.4280620930018912
lig_ejm_46,lig_ejm_43,1.1762466000000007,3.4280620930018912
lig_ejm_44,lig_ejm_50,-9.599259600000003,10.48002662104449
lig_ejm_50,lig_ejm_44,9.599259600000003,10.48002662104449
lig_ejm_47,lig_ejm_50,-2.258314600000002,20.582338242516478
lig_ejm_50,lig_ejm_47,2.258314600000002,20.582338242516478
lig_ejm_47,lig_ejm_46,0.16615180000000063,4.249684852940744
lig_ejm_46,lig_ejm_47,-0.16615180000000063,4.249684852940744
lig_ejm_54,lig_ejm_46,-3.3357587999999936,10.081873062313292
lig_ejm_46,lig_ejm_54,3.3357587999999936,10.081873062313292
lig_ejm_48,lig_jmc_23,-0.5685696000000071,3.329363501649127
lig_jmc_23,lig_ejm_48,0.5685696000000071,3.329363501649127
lig_jmc_28,lig_jmc_30,-0.9560229999999983,0.5242109100981389
lig_jmc_30,lig_jmc_28,0.9560229999999983,0.5242109100981389
lig_ejm_55,lig_ejm_49,-3.8013580000000005,11.948276626043691
lig_ejm_49,lig_ejm_55,3.8013580000000005,11.948276626043691
lig_ejm_42,lig_ejm_50,-1.5316151999999974,2.1673902367491826
lig_ejm_50,lig_ejm_42,1.5316151999999974,2.1673902367491826
lig_ejm_47,lig_ejm_31,3.386659199999997,5.624062200405376
lig_ejm_31,lig_ejm_47,-3.386659199999997,5.624062200405376
lig_ejm_47,lig_jmc_30,-0.08657099999999995,1.6825242502028672
lig_jmc_30,lig_ejm_47,0.08657099999999995,1.6825242502028672
lig_jmc_28,lig_ejm_46,-0.2946871999999985,0.3498532922716037
lig_ejm_46,lig_jmc_28,0.2946871999999985,0.3498532922716037
lig_ejm_47,lig_jmc_23,-1.2165874000000088,1.4800515842578736
lig_jmc_23,lig_ejm_47,1.2165874000000088,1.4800515842578736
lig_ejm_46,lig_ejm_31,0.9008467999999965,0.8528655924452921
lig_ejm_31,lig_ejm_46,-0.9008467999999965,0.8528655924452921
lig_ejm_48,lig_jmc_27,0.3130708000000002,1.0141538926211149
lig_jmc_27,lig_ejm_48,-0.3130708000000002,1.0141538926211149
lig_jmc_27,lig_ejm_43,5.2461366,3.5856635018730967
lig_ejm_43,lig_jmc_27,-5.2461366,3.5856635018730967
lig_ejm_44,lig_ejm_31,-1.757127000000004,2.0170910370831376
lig_ejm_31,lig_ejm_44,1.757127000000004,2.0170910370831376
lig_ejm_45,lig_ejm_44,16.50323665000001,15.87225378417803
lig_ejm_44,lig_ejm_45,-16.50323665000001,15.87225378417803
lig_jmc_28,lig_ejm_43,1.7121402000000003,10.610794716693679
lig_ejm_43,lig_jmc_28,-1.7121402000000003,10.610794716693679
lig_ejm_55,lig_ejm_31,0.7537929999999999,0.13361613574295592
lig_ejm_31,lig_ejm_55,-0.7537929999999999,0.13361613574295592
lig_ejm_44,lig_ejm_43,-2.365931800000002,0.8630564879635637
lig_ejm_43,lig_ejm_44,2.365931800000002,0.8630564879635637
lig_ejm_55,lig_ejm_44,2.153671799999998,0.7940780313696866
lig_ejm_44,lig_ejm_55,-2.153671799999998,0.7940780313696866
lig_ejm_54,lig_jmc_30,0.19005099999999686,2.099719528377271
lig_jmc_30,lig_ejm_54,-0.19005099999999686,2.099719528377271
