lig_1,lig_2,freenrg,error
lig_ejm_44,lig_ejm_49,9.877706916666666,1.2541026826357682
lig_ejm_49,lig_ejm_44,-3.0118827500000016,0.3492947270418341
lig_ejm_44,lig_ejm_55,1.5201040000000035,0.881847763052389
lig_ejm_55,lig_ejm_44,-3.9043001999999944,0.7414349743706461
lig_ejm_44,lig_jmc_28,5.798633999999996,3.9440290486933955
lig_jmc_28,lig_ejm_44,0.21458000000000155,3.18210928618723
lig_ejm_44,lig_ejm_43,2.4875553333333347,1.3191934881549154
lig_ejm_43,lig_ejm_44,-0.22947533333333325,2.6959411477856863
lig_ejm_44,lig_ejm_50,1.010738333333336,0.5549313723847704
lig_ejm_50,lig_ejm_44,-3.0171141666666657,0.5968007705463494
lig_ejm_44,lig_ejm_46,0.006998899999999253,0.9331601874761695
lig_ejm_46,lig_ejm_44,-1.7755419000000003,0.36198456544769947
lig_ejm_44,lig_ejm_54,3.068245499999989,0.7808669361214717
lig_ejm_54,lig_ejm_44,-3.0892153333333425,1.230620659779972
lig_ejm_44,lig_ejm_45,-0.4648454000000015,0.682116041820554
lig_ejm_45,lig_ejm_44,-4.138364566666674,0.5219137758778051
lig_ejm_44,lig_ejm_47,2.1266381666666696,1.8244545704294708
lig_ejm_47,lig_ejm_44,-1.9716064000000024,1.7455227297839084
lig_ejm_44,lig_ejm_31,-10.916775399999999,12.063871849440927
lig_ejm_31,lig_ejm_44,11.70102639999999,6.503379073679077
lig_ejm_44,lig_jmc_30,-1.228796833333334,1.0022248153271716
lig_jmc_30,lig_ejm_44,1.7222937500000004,4.68475023816616
lig_ejm_44,lig_jmc_27,0.28424255000000187,0.5579810554599862
lig_jmc_27,lig_ejm_44,-0.43937166666666627,1.0554638484230967
lig_ejm_44,lig_ejm_48,-3.6978243333333296,5.633921611484417
lig_ejm_48,lig_ejm_44,-10.12470175,0.8201566220812521
lig_ejm_44,lig_ejm_42,1.5018863333333385,0.6004751222062777
lig_ejm_42,lig_ejm_44,-3.3082686666666703,0.4511423082994064
lig_ejm_44,lig_jmc_23,-0.7525033999999948,3.224895697276527
lig_jmc_23,lig_ejm_44,-2.2050038,3.5641769245572443
lig_ejm_49,lig_ejm_55,2.2602998333333417,0.27393902565263845
lig_ejm_55,lig_ejm_49,-2.4370701666666648,0.48751228836715227
lig_ejm_49,lig_jmc_28,-0.5838688000000003,0.396852283165462
lig_jmc_28,lig_ejm_49,-0.360920666666666,0.39139301361970774
lig_ejm_49,lig_ejm_43,0.5786492500000007,1.8869207792047735
lig_ejm_43,lig_ejm_49,-0.11591679999999993,0.9380089243398166
lig_ejm_49,lig_ejm_50,2.510893166666662,1.5276320594976334
lig_ejm_50,lig_ejm_49,1.7489651666666646,0.681073335526979
lig_ejm_49,lig_ejm_46,-0.3659948333333333,0.49123220853546223
lig_ejm_46,lig_ejm_49,-0.4082564999999999,0.47527260297095114
lig_ejm_49,lig_ejm_54,2.4308285833333514,0.9142929582151595
lig_ejm_54,lig_ejm_49,-2.212954333333343,1.171469685919456
lig_ejm_49,lig_ejm_45,-0.4026786999999956,0.7067500106925648
