pert,freenrg_1,freenrg_2,freenrg_3,freenrg_4,freenrg_5,SEM
ejm_55~jmc_27_free,31.627715,37.664065,31.70026,30.666238,31.471062,1.3116759699196403
ejm_46~ejm_31_bound,-36.9592,-35.709364,-37.456133,-37.535975,0.42169761736679684
ejm_45~ejm_54_free,-54.950371,-55.016568,-54.692462,-54.900174,-54.890915,0.05333460019953658
ejm_45~jmc_23_free,-13.077899,-13.083579,-16.875441,-13.302307,-16.721276,0.7680347460193196
jmc_23~ejm_42_free,17.573562,16.932812,14.700805,17.214943,16.801007,0.42255563535589924
ejm_55~ejm_48_bound,42.814213,41.818111,42.133643,42.57588,43.349849,0.49085730760902774
ejm_43~ejm_31_free,-44.490964,-44.491228,-44.365355,-44.426841,-44.446236,0.01919933252442177
ejm_48~ejm_50_free,47.615223,48.883439,47.700692,46.323753,48.480803,0.43935404615822066
ejm_45~jmc_23_bound,-14.173654,-14.36866,-13.456573,0.564413,-13.305299,2.372395856003782
ejm_48~ejm_49_free,-2.442018,2.351109,1.857837,-3.98511,1.5703965164514182
ejm_55~ejm_54_free,-33.487273,-33.387655,-33.409239,-33.33126,-33.626865,0.044312184246485205
jmc_27~ejm_49_bound,13.519161,11.743423,13.368329,14.784516,14.79868,0.5299678770227126
jmc_28~ejm_48_free,6.197874,6.116079,6.794657,5.952432,6.299422,1.2426020862096248
ejm_48~jmc_30_free,10.106403,10.584831,9.709276,9.110778,10.704381,0.2524263377590909
ejm_55~ejm_48_free,37.580853,42.053592,41.644406,40.73878,41.692878,0.6706683881517838
jmc_23~ejm_44_bound,52.630311,54.857542,57.314053,33.540493,55.492297,3.642290775288344
jmc_28~ejm_31_free,-28.148906,-27.990292,-28.099022,-28.298027,-28.437398,0.08360581140726227
jmc_27~ejm_43_bound,21.487586,27.214835,30.752513,26.102522,21.495882,1.774614188066651
ejm_44~ejm_42_bound,-37.896323,-35.978616,-40.058664,-38.453677,-37.165028,0.6009066171394359
jmc_23~ejm_46_bound,31.174407,31.57591,31.805645,32.193865,32.036842,0.18756650838314576
ejm_55~jmc_23_bound,13.090013,13.191121,13.242803,12.943983,14.386207,0.23628714502979925
ejm_48~ejm_44_bound,29.127005,27.45711,31.164989,33.148926,1.2348997825564973
ejm_43~ejm_42_free,-20.780672,-20.783552,-20.919183,-20.855417,-20.781235,0.02823927552304891
ejm_55~ejm_42_free,31.071014,31.024212,31.079807,31.044094,31.179711,0.02478911959576914
