lig_1,lig_2,freenrg,error
lig_ejm_44,lig_ejm_49,0.5311936000000017,0.09350574563308933
lig_ejm_49,lig_ejm_44,-3.16080791666667,0.20611091489267597
lig_ejm_44,lig_ejm_55,1.3777647999999942,0.1429559540701249
lig_ejm_55,lig_ejm_44,-4.037869266666661,0.15785980373750724
lig_ejm_44,lig_jmc_28,1.1487724999999998,0.1219784999999991
lig_jmc_28,lig_ejm_44,-0.9433853499999962,0.20551879317293592
lig_ejm_44,lig_ejm_43,2.457594666666667,0.07733358936451844
lig_ejm_43,lig_ejm_44,-3.0325145000000013,0.03766074888727003
lig_ejm_44,lig_ejm_50,0.8570039999999999,0.06271274270778895
lig_ejm_50,lig_ejm_44,-2.746783999999998,0.050769965120903725
lig_ejm_44,lig_ejm_46,0.8800058333333318,0.4489204824919194
lig_ejm_46,lig_ejm_44,-2.0988059166666595,0.09589572097567484
lig_ejm_44,lig_ejm_54,2.950955499999978,0.6879641424987576
lig_ejm_54,lig_ejm_44,-2.966136166666658,0.08403557761597143
lig_ejm_44,lig_ejm_45,0.3988357999999934,1.6364734395481035
lig_ejm_45,lig_ejm_44,-3.3721565833333287,2.0005176124344404
lig_ejm_44,lig_ejm_47,1.4282498333333287,1.324813162388946
lig_ejm_47,lig_ejm_44,-2.9835756000000018,1.3789605200554365
lig_ejm_44,lig_ejm_31,-6.342113166666671,0.0591428026759057
lig_ejm_31,lig_ejm_44,-1.3013237999999987,0.040983974986573045
lig_ejm_44,lig_jmc_30,-0.029423599999997663,0.1491033450988273
lig_jmc_30,lig_ejm_44,-2.9117910499999997,0.5869086953394371
lig_ejm_44,lig_jmc_27,0.5237306000000075,0.4921916992730174
lig_jmc_27,lig_ejm_44,-1.764573916666663,0.3766932208755053
lig_ejm_44,lig_ejm_48,2.6913080833333325,0.2681651589848977
lig_ejm_48,lig_ejm_44,-2.946981450000006,0.4850574023413515
lig_ejm_44,lig_ejm_42,1.5386788333333357,0.05317712034178311
lig_ejm_42,lig_ejm_44,-3.23914933333333,0.0835908201253447
lig_ejm_44,lig_jmc_23,2.1806240000000017,0.29459532337411504
lig_jmc_23,lig_ejm_44,-3.400753799999997,0.35708076253265114
lig_ejm_49,lig_ejm_55,1.9332075000000017,1.0028767228842375
lig_ejm_55,lig_ejm_49,-2.4109986666666643,0.8677962966066565
lig_ejm_49,lig_jmc_28,-0.15983843333333336,0.15608724922628303
lig_jmc_28,lig_ejm_49,-0.38746516666666597,0.13187542984490233
