pert,freenrg_1,freenrg_2,freenrg_3,freenrg_4,freenrg_5,SEM
lig_49072088~lig_49932129_pde2,11.297683,11.144921,11.441518,10.757606,11.005784,0.11821365338174786
62~70_pfkfb3,1.859057,1.571935,2.010274,1.931964,1.872802,0.07427139693219723
CHEMBL3265021~CHEMBL3265029_syk,-6.270466,-6.487859,-7.098721,-6.861647,-6.622466,0.1441486867763283
lig_17124-1~lig_18659-1_jnk1,6.419103,6.466436,6.458516,6.133323,6.295019,0.0632375665760472
30~69_pfkfb3,-61.670201,-61.867724,-63.332677,-63.030999,-61.118353,0.4203862179646709
CHEMBL1089393~CHEMBL1093088_eg5,1.817124,7.471533,-0.09882,3.927255,0.975757,1.3377082149067263
lig_CAT-4k~lig_CAT-4p_bace,-9.172509,-9.28241,-11.327663,-7.850125,-9.67106,0.5585067307525128
36~34_cdk8,0.002434,0.415872,0.298685,0.139413,0.117111,0.07272305473850778
35~30_hif2a,23.43856,23.462423,23.878726,23.382505,23.080186,0.12755344080541295
CHEMBL3265020~CHEMBL3265023_syk,3.702861,3.548776,3.752649,4.340809,3.583226,0.14374097649014356
57~23_pfkfb3,70.123352,78.082567,70.184689,73.838816,72.935289,1.4617787242434668
lig_ejm_55~lig_ejm_50_tyk2,-12.156796,-12.277636,-12.272058,-12.157817,-12.171885,0.027743626310559967
48~59_pfkfb3,14.811847,15.195595,14.973535,15.169747,14.852736,0.07901192537965389
CHEMBL3265018~CHEMBL3265013_syk,-23.489793,-19.425063,-20.870192,-23.586791,-21.162597,0.8036113410148215
32~26_cdk8,-19.981345,-20.421616,-19.637539,-19.897698,-19.921991,0.1269109367120896
lig_56~lig_27_mcl1,-7.802524,-7.885953,-7.876363,-7.737136,-7.520953,0.06662352416781915
CHEMBL3265006~CHEMBL3265016_syk,1.261042,1.511557,0.23504,0.271628,0.868888,0.2566695772521551
lig_45~lig_49_mcl1,1.85444,2.500096,2.944536,2.111887,1.898203,0.20536945727653852
289~23_hif2a,3.255797,3.208507,3.539891,3.215187,3.491415,0.07170022255586102
lig_p38a_2bb~lig_p38a_2z_p38,104.43364,108.411838,106.205522,103.634431,105.895481,0.8220937977232646
CHEMBL1082248~CHEMBL1082249_eg5,-46.253253,-43.7264,-46.879209,-46.544008,-43.875879,0.6831250190629391
CHEMBL1078691~CHEMBL1089056_eg5,22.322645,22.657815,22.43358,22.315272,22.554378,0.06651893876859405
43~37_cdk8,10.423322,9.008207,10.791751,7.756932,10.653081,0.5862600002110497
290~67_hif2a,-115.740932,-115.120629,-119.437329,-108.500239,-115.871669,1.778179481236741
lig_20670_2qbs~lig_23470_ptp1b,-73.455348,-76.349403,-73.744878,-77.684428,-72.481534,0.9747064398289563
lig_53~lig_46_mcl1,-5.037697,-5.864034,-10.242753,-2.938555,-5.632964,1.1924029706876196
CHEMBL3265018~CHEMBL3265027_syk,-5.272568,-4.421607,-5.32051,-4.685032,-5.335644,0.19015389726071882
lig_18658-1~lig_18626-1_jnk1,-21.361682,-23.193607,-21.768562,-23.239525,-22.291314,0.37543455890594335
lig_18633-1~lig_18637-1_jnk1,-33.603253,-33.621204,-33.409988,-33.67942,-34.308246,0.1528201991591421
lig_50107616~lig_49072088_pde2,-14.344671,-14.711829,-14.287418,-14.602998,-14.048422,0.11785250558329237
56~57_pfkfb3,9.139373,9.183003,9.117649,9.074321,9.122389,0.017567875022324143
lig_50107616~lig_49396360_pde2,-3.983441,-4.100729,-4.178437,-4.040138,-4.164718,0.0369452582784313
out17~out19_shp2,9.396798,9.488577,10.052599,10.489654,10.850159,0.28064844860226823
lig_7a~lig_3a_thrombin,3.701289,3.59169,3.693214,3.718847,3.508642,0.04022204716644841
42~46_pfkfb3,13.481424,13.809029,13.79782,13.445445,13.674241,0.07669280539490006
out1~out17_shp2,-8.889974,-8.958042,-8.528793,-9.775243,-8.513982,0.2292172309001658
lig_18637-1~lig_18635-1_jnk1,36.815805,37.00847,36.811578,37.24161,37.70874,0.16755049645811282
5j~5i_tnks2,-11.447721,-11.518921,-11.375959,-11.625182,-11.444153,0.04225851078587617
CHEMBL3265004~CHEMBL3264999_syk,-34.725537,-33.995217,-36.037622,-36.05885,-35.989584,0.42480028076014753
57~36_pfkfb3,-25.020768,-25.116407,-25.082223,-24.918285,-25.06475,0.03421739398989899
out2~out8_shp2,-28.859713,-28.902991,-29.873413,-28.787,-29.40364,0.20778959059697863
lig_58~lig_47_mcl1,-1.211262,0.581677,-1.10243,-0.933609,-0.886745,0.3282478505144245
lig_1b~lig_7a_thrombin,-1.340502,-1.500342,-1.548856,-1.54311,-1.502791,0.037989112417112336
lig_18633-1~lig_18659-1_jnk1,29.719265,29.63211,30.380337,30.504149,30.001139,0.17345678675335846
57~39_pfkfb3,-36.926732,-35.144777,-38.510654,-37.066396,-35.92871,0.5690577334731869
CHEMBL3265020~CHEMBL3265013_syk,-34.054278,-34.758986,-36.367169,-35.921801,-37.325189,0.5800174225476857
34~58_pfkfb3,-56.779009,-57.388169,-60.319839,-57.344467,-52.102829,1.3246631032360494
165~290_hif2a,8.5443,8.54054,8.584024,9.611818,8.718535,0.20555200107359692
lig_CAT-17a~lig_CAT-13a_bace,-8.944267,-8.837828,-8.854929,-8.846305,-8.9435,0.024042591260926997
44~65_pfkfb3,-1.392697,-1.462286,-1.239609,-2.073615,-1.408925,0.1443742891326569
lig_p38a_2r~lig_p38a_2o_p38,-95.740974,-105.242919,-103.395364,-98.128082,-106.231789,2.0520818490121355
lig_ejm_43~lig_ejm_45_tyk2,-0.217907,0.117975,-0.026704,-0.482617,-0.059872,0.10224305278061684
CHEMBL3265027~CHEMBL3265013_syk,-59.267882,-60.46461,-63.432464,-58.266982,-58.523165,0.9412135301499663
lig_45~lig_58_mcl1,-6.837748,-6.916289,-8.318839,-6.264483,-11.907684,1.0221771333218423
256~23_hif2a,-13.25256,-13.245942,-13.144877,-13.063551,-12.883861,0.06818488171097761
57~59_pfkfb3,8.054757,7.92007,9.756137,10.446029,6.218176,0.7451171728266233
lig_02_ligOMe~lig_01_ligF_galectin,3.745397,3.660971,3.732529,3.760805,3.753884,0.018062790333721993
3b~5p_tnks2,17.146378,17.405782,17.457639,17.32202,17.379938,0.05364063924078481
62~38_pfkfb3,-5.148214,-5.012623,-4.747143,-5.164769,-5.043952,0.07497338506390111
338~231_hif2a,-9.976577,-9.643155,-9.82238,-10.281151,-9.849296,0.10598402570076289
lig_CAT-13e~lig_CAT-13c_bace,0.01828,-0.294182,-0.184899,-0.180571,-1.073753,0.18951061786216622
62~46_pfkfb3,13.290531,13.316366,13.387393,13.37696,13.537865,0.0430247763190002
48~23_pfkfb3,121.514942,130.302505,126.351184,124.826622,125.098561,1.4179796177754238
lig_23479~lig_23468_ptp1b,41.843478,41.683432,41.641261,41.38651,42.310541,0.15307997520139574
30~41_hif2a,-19.724278,-19.347327,-19.364737,-19.169011,-19.525775,0.09351751270516132
lig_49932714~lig_50181001_pde2,2.21347,2.17341,2.255329,2.36623,2.172097,0.03594586769769229
16~15_cdk8,23.690324,23.632847,23.427383,23.652542,23.876819,0.07167737375001992
CHEMBL3265023~CHEMBL3265037_syk,-21.560773,-22.619715,-22.696101,-22.501578,-22.783166,0.2227308967360835
CHEMBL3265018~CHEMBL3265006_syk,10.931839,13.656385,11.412913,14.305571,12.089649,0.6482453062177621
lig_35~lig_27_mcl1,-1.00634,-0.802815,-1.275493,-0.933653,-1.203045,0.08678965922412646
68~33_pfkfb3,49.04692,49.772218,44.844826,48.003735,48.103287,0.8423809639454948
18~15_cdk8,12.051628,11.805711,12.261336,11.946336,11.734073,0.09333641229841638
lig_18626-1~lig_18634-1_jnk1,20.467392,20.590827,21.277101,21.064351,21.029421,0.15292126198524472
33~64_pfkfb3,-69.291061,-66.691015,-65.360098,-68.377141,-65.667899,0.7640266447340954
CHEMBL3265009~CHEMBL3265024_syk,25.09405,25.792398,28.251282,34.151709,29.421042,1.6089552071546425
lig_49582468~lig_49585367_pde2,3.331894,3.213232,3.62748,3.667727,3.453863,0.0861790506662727
33~69_pfkfb3,-100.288231,-101.619754,-100.550923,-99.609378,-100.297242,0.3264957956465283
lig_CAT-4o~lig_CAT-4l_bace,-38.763835,-34.843735,-34.075496,-34.148552,-34.759562,0.8752709201594094
65~46_pfkfb3,14.944675,14.859468,15.06257,15.539834,15.208278,0.11956663837877203
CHEMBL3265019~CHEMBL3265020_syk,-1.870541,-1.639963,-1.858315,-1.866175,-1.730945,0.046316415330204454
37~23_pfkfb3,35.788513,36.02771,38.01114,35.265654,33.120656,0.7836412375167352
68~39_pfkfb3,-7.067844,-3.217616,-9.638722,-5.520612,-12.072428,1.5479780146266162
7b~155_hif2a,20.275448,20.607033,20.254918,20.361205,20.409783,0.06298683246409538
33~30_pfkfb3,-13.485176,-12.889758,-13.280045,-12.99052,-13.199758,0.10561143435234628
lig_18626-1~lig_17124-1_jnk1,-9.829929,-9.500122,-9.59976,-8.799853,-9.356242,0.1725373341527565
156~163_hif2a,-9.040968,-8.520642,-8.936509,-9.266624,-8.812053,0.12371048527323773
lig_CAT-17b~lig_CAT-13a_bace,-5.599849,-5.518935,-5.793511,-5.551052,-5.322554,0.0755720111571737
lig_ejm_45~lig_jmc_23_tyk2,-4.307112,-4.364706,-4.198749,-4.723139,-4.540237,0.09243183867618338
lig_31~lig_32_mcl1,-16.635028,-16.695473,-16.56977,-16.606348,-16.580475,0.02253925151241725
lig_50107616~lig_49932129_pde2,6.662825,6.627949,6.700216,6.658318,6.808117,0.03133490272044898
CHEMBL3265002~CHEMBL3264999_syk,-28.568409,-30.097809,-29.011072,-26.704694,-28.320877,0.5507198083711355
CHEMBL3265008~CHEMBL3265028_syk,37.631466,36.066643,36.644275,37.47253,37.765128,0.32694499439211483
lig_30~lig_56_mcl1,7.916111,8.560546,7.995519,8.098105,8.257046,0.11403343938363006
lig_30~lig_37_mcl1,0.982854,1.146801,0.984289,1.284425,0.939516,0.06473561410614716
lig_CAT-13a~lig_CAT-13g_bace,3.782942,4.011008,4.637936,2.58283,3.43606,0.3391590942012907
25~27_cdk8,162.839015,161.950407,161.830987,160.961389,163.526186,0.4414409268015813
1b~5m_tnks2,5.595165,4.612111,5.537116,5.6933,5.267287,0.19543405579412207
lig_18634-1~lig_18638-1_jnk1,-51.072954,-51.203454,-50.700589,-50.688005,-51.303643,0.12761388784572053
lig_46~lig_50_mcl1,10.356399,2.751106,6.591654,5.682316,6.732576,1.2171139494653898
5l~5p_tnks2,12.15486,12.962991,12.154512,12.147457,12.125372,0.16357647839545894
CHEMBL3265014~CHEMBL3265013_syk,1.865416,1.818631,2.139162,1.906441,1.970461,0.05568338441528132
33~38_pfkfb3,-121.365095,-125.963809,-120.956034,-120.411246,-123.579742,1.0292839108877285
lig_CAT-17a~lig_CAT-13b_bace,-7.854366,-8.102742,-7.303235,-6.888426,-8.104897,0.24019890673344027
lig_p38a_2f~lig_p38a_3fly_p38,4.923802,5.328052,4.002749,4.499875,3.518026,0.32143886457667187
lig_jmc_30~lig_jmc_27_tyk2,8.037809,8.28948,8.061244,7.980002,8.158752,0.054302311116194595
35~43_pfkfb3,0.742469,0.840678,0.659375,0.71892,0.491618,0.05769950514259199
15~17_cdk8,-12.076573,-12.011681,-11.622207,-11.909591,-11.833552,0.07902418210927593
lig_CAT-13k~lig_CAT-13n_bace,78.745006,78.743846,78.589092,78.684122,78.57076,0.03715794359541511
32~30_cdk8,9.256223,8.635155,14.7294,12.424992,12.260955,1.1202251587676022
40~37_cdk8,-0.022863,-0.110833,-0.142582,0.023604,-0.042026,0.030074917185255883
lig_p38a_3fmh~lig_p38a_2v_p38,5.090283,3.636265,6.334256,0.966088,4.312417,0.8957949410994348
156~7a_hif2a,-18.291003,-18.743101,-19.315522,-18.926442,-19.025115,0.16979406311546963
156~15_hif2a,1.722369,1.982005,1.429769,1.482275,1.802412,0.10237838276120596
57~231_hif2a,-7.003918,-6.779479,-7.298064,-7.018309,-6.885636,0.08685008844865963
lig_p38a_3fly~lig_p38a_2m_p38,-38.70225,-41.763845,-40.037807,-40.832926,-41.363455,0.542733968821614
CHEMBL3265019~CHEMBL3265029_syk,18.204445,17.173882,17.507871,17.127592,17.37072,0.19434391030258713
165~254_hif2a,8.202739,8.217121,8.080603,8.226825,8.507719,0.0703282233343058
lig_49396360~lig_49582468_pde2,4.962111,5.165122,5.015565,5.100733,5.125516,0.03715197594556719
59~70_pfkfb3,-8.815231,-8.858738,-9.457265,-8.645624,-8.796273,0.14032630321910422
lig_CAT-17c~lig_CAT-13b_bace,-30.962125,-30.75178,-30.681975,-30.36528,-31.097022,0.12564248137258363
lig_49~lig_32_mcl1,-6.042868,-5.632161,-5.937099,-5.732278,-5.662851,0.08041657659375963
167~23_hif2a,-22.972729,-22.877252,-22.760029,-22.719908,-23.263626,0.09703240699343682
290~338_hif2a,-9.461612,-13.140989,-8.912659,-9.893431,-9.827745,0.7440852749286467
5c~3b_tnks2,6.033444,6.18444,6.16204,6.043523,6.234666,0.03983303608011815
jmc_28~jmc_30_tyk2,5.122822,5.305542,5.132235,5.058812,4.939786,0.059359739239319476
lig_1oiu~lig_29_cdk2,118.819849,118.604675,118.756488,119.222881,118.932705,0.10349358604164774
28~22_cdk8,-2.349601,-1.805704,-1.80575,-0.116646,-1.790062,0.37944131203937187
3a~5n_tnks2,16.025998,16.474965,14.969093,15.645462,15.61418,0.24908409438191764
lig_18635-1~lig_18660-1_jnk1,-60.512832,-58.447878,-61.386622,-56.603187,-61.293656,0.9270949264010673
70~63_pfkfb3,-8.997999,-9.440003,-9.134178,-8.79446,-9.463495,0.12861956746039846
29~19_cdk8,115.318967,115.940401,114.459727,115.11155,115.106985,0.23728127736549212
62~31_pfkfb3,81.470905,80.688889,81.284882,80.623197,80.959515,0.16479818609365735
32~15_cdk8,23.252561,23.109229,22.352885,23.73632,23.790591,0.2601316944346457
lig_p38a_2y~lig_p38a_3flw_p38,-3.573325,-4.338645,-3.898258,-5.379677,-11.085887,1.3914496035045465
lig_CAT-17a~lig_CAT-13g_bace,1.142897,1.160451,0.956023,0.779774,0.861352,0.07544555723076077
64~58_pfkfb3,0.683264,0.594349,0.271903,0.641715,0.419393,0.07702232296704638
266~234_hif2a,-5.852815,-5.44309,-5.241401,-5.049453,-5.340281,0.13368559028107702
68~30_pfkfb3,78.003304,78.151657,78.420524,78.196185,78.651735,0.11355216913075719
lig_CAT-13f~lig_CAT-13h_bace,0.016345,0.080993,0.262971,0.243263,0.326112,0.05858507815852087
39~63_pfkfb3,26.831248,26.804551,26.936571,27.328821,27.085654,0.09646917489488586
lig_p38a_2p~lig_p38a_2o_p38,-11.597971,-11.18403,-10.534013,-11.430558,-11.843648,0.22360036353928406
lig_ejm_44~lig_ejm_47_tyk2,0.307441,0.630583,-0.192954,0.99478,0.394901,0.1953826778768783
56~31_pfkfb3,75.229559,75.796603,74.904453,75.958755,75.853423,0.20486119472501396
CHEMBL3265010~CHEMBL3265025_syk,143.527425,127.013764,102.635598,130.214619,114.880983,6.957089211027519
lig_23471~lig_23470_ptp1b,-15.810267,-15.726337,-15.771031,-15.841692,-15.419421,0.07607686653089758
CHEMBL3265018~CHEMBL3265016_syk,14.449,14.502589,14.392554,14.541671,14.560802,0.030834826893303555
163~61_hif2a,3.680275,3.733057,3.648245,3.863157,4.040824,0.07196970760368554
lig_1h1r~lig_32_cdk2,-207.222871,-209.459481,-213.597984,-207.651745,-206.512766,1.2738377581418519
lig_49~lig_46_mcl1,-2.314821,-2.376909,-3.107291,-2.80335,-2.093422,0.18274366306621964
48~36_pfkfb3,3.131193,2.838963,3.168383,3.387414,3.71643,0.1459718811732588
33~18_cdk8,-31.863294,-37.333551,-32.217565,-34.841974,-36.402377,1.093656316788844
206~254_hif2a,11.160342,11.089231,11.189589,11.027858,11.113403,0.028172552274509977
out16~out17_shp2,-9.30083,-9.748163,-9.148424,-8.542267,-8.68432,0.21742742818361246
CHEMBL3265020~CHEMBL3265029_syk,13.557784,13.392652,14.091004,13.910866,13.469289,0.13491383888393366
lig_p38a_2x~lig_p38a_2o_p38,-77.665288,-80.397823,-83.106835,-88.383871,-78.159473,1.9626440206650813
CHEMBL3265022~CHEMBL3265010_syk,-70.575947,-72.950827,-69.462559,-68.52852,-70.21932,0.7395180324249444
lig_49582390~lig_49580115_pde2,-8.659953,-8.411978,-8.174562,-8.329453,-8.751116,0.10616184362406288
lig_CAT-13a~lig_CAT-13o_bace,-16.964327,-15.819508,-14.395894,-15.804469,-16.435119,0.4298710475859709
CHEMBL3265008~CHEMBL3265015_syk,8.29018,9.61356,8.770011,9.09863,7.412946,0.3743698640750348
5d~5p_tnks2,3.532732,3.71467,3.482381,3.903742,4.594236,0.20134465892106504
lig_50181001~lig_49582468_pde2,-9.160307,-8.926822,-9.367671,-9.128822,-8.969442,0.07829056763199499
lig_p38a_2p~lig_p38a_2l_p38,75.684622,70.628646,77.098873,70.747285,77.948656,1.5666880685086155
5c~5o_tnks2,25.18328,25.892098,23.793989,24.193497,28.104168,0.762594041923788
lig_35~lig_32_mcl1,-4.473366,-4.44387,-4.423554,-4.54536,-4.690295,0.048376071973652325
lig_1oiy~lig_17_cdk2,28.990825,29.287604,29.490274,29.306521,29.277621,0.08004981598792069
1a~5i_tnks2,-14.711093,-12.950635,-15.392821,-12.421667,-13.307245,0.5577553951834442
289~254_hif2a,15.631734,16.179698,15.848475,15.769727,16.177578,0.11058348918559216
3b~5g_tnks2,-6.09908,-6.290683,-6.22165,-6.133788,-6.145717,0.034516569844930955
lig_CAT-17c~lig_CAT-17a_bace,-2.283866,-1.952497,-1.752103,-1.934691,-1.961948,0.08583775729654175
33~56_pfkfb3,-102.335433,-102.084781,-102.465246,-102.522769,-102.454442,0.0781195442391961
23~215_hif2a,35.70209,35.08764,35.571736,35.331692,35.455817,0.10527658847626095
53~67_pfkfb3,-74.050626,-74.696613,-74.219205,-73.774549,-74.148552,0.15008685558202733
lig_31~lig_46_mcl1,-13.53746,-12.5999,-13.530549,-13.297593,-13.374765,0.1732300169741376
out2~out19_shp2,6.001846,6.354983,5.962615,6.353102,6.155216,0.08341133602850388
252~251_hif2a,-8.829461,-9.01414,-8.862115,-9.214782,-9.119464,0.0736136284519382
36~70_pfkfb3,-7.074439,-8.185925,-8.226162,-7.83491,-7.643908,0.21003977402944424
lig_CAT-13g~lig_CAT-13d_bace,147.111498,145.594901,146.642883,151.931699,148.87556,1.1098573079175282
35~52_pfkfb3,0.445785,0.660309,0.655458,0.247023,0.136216,0.10580805874762092
30~57_pfkfb3,-74.963345,-74.450041,-74.437195,-73.541225,-75.040194,0.2675129171640136
5b~5o_tnks2,24.180074,24.407072,25.791507,24.749404,24.548233,0.2798906692258602
38~42_pfkfb3,4.749891,4.654046,4.922542,5.159161,5.022938,0.09104880095564137
lig_CAT-13g~lig_CAT-13n_bace,79.700728,79.807548,79.841102,79.671869,79.725845,0.03219107219804939
lig_CAT-13i~lig_CAT-13j_bace,21.370713,20.311681,20.314059,18.589537,20.803205,0.4649303080247616
lig_ejm_55~lig_ejm_47_tyk2,-3.514577,-3.238194,-2.57739,-2.721852,-3.160388,0.1723648551986164
lig_ejm_47~lig_ejm_31_tyk2,-2.07176,-2.101974,-2.228264,-2.183146,-2.38996,0.056168649941404164
50~43_hif2a,21.028256,20.58328,19.694949,20.552561,21.950022,0.3671982928893596
lig_04_ligNMe2~lig_08_ligNH2_galectin,-37.031215,-36.697834,-36.278606,-36.508551,-36.831796,0.12974652169387807
44~45_cdk8,-5.321553,-5.426007,-5.512913,-5.205714,-5.370613,0.05141178804126538
lig_45~lig_47_mcl1,23.631509,23.710631,23.547089,23.217463,23.581941,0.08464703517406882
44~70_pfkfb3,0.5392,1.023092,1.25733,1.214821,0.745901,0.13786827436702032
out1~out25_shp2,-0.719607,-0.497012,-0.657283,-0.816137,-1.06185,0.09358069146111285
256~57_hif2a,16.997807,17.645267,18.599297,16.921043,18.806708,0.3932034760072192
29~38_cdk8,131.90268,130.22608,130.176249,131.295987,128.925725,0.5127939321124422
lig_ejm_48~lig_ejm_42_tyk2,-0.272214,-0.201215,0.026935,0.225302,-0.56493,0.1344661237214043
56~64_pfkfb3,17.107928,16.958531,17.169348,17.072746,17.07908,0.034307896049743276
30~41_cdk8,13.541754,12.735116,13.08947,12.016288,12.312815,0.2712198868806636
lig_18638-1~lig_18659-1_jnk1,56.544998,56.449721,56.255467,56.718472,56.319541,0.08236283102188682
57~38_pfkfb3,-8.777954,-8.081885,-8.154815,-5.806703,-8.370632,0.5221699300981818
5k~5o_tnks2,19.485846,20.723689,19.801251,19.739058,19.932665,0.20976723910215356
CHEMBL3265020~CHEMBL3265010_syk,-61.218292,-64.165551,-64.44494,-61.933144,-62.913797,0.6223112497607125
227~67_hif2a,-106.323623,-106.639944,-107.10972,-106.177531,-106.053177,0.1895263972313606
69~70_pfkfb3,14.141827,14.306783,14.178922,14.242245,14.030926,0.046706352759127004
lig_CAT-4o~lig_CAT-4i_bace,33.204587,33.406352,33.534948,32.732326,34.433471,0.27846535207479545
lig_jmc_30~lig_ejm_42_tyk2,-25.369075,-25.625165,-25.795631,-24.915879,-25.607561,0.15264361693644443
33~63_pfkfb3,-13.10494,-7.709748,-9.112972,-10.579282,-17.688577,1.7562631193028677
lig_18652-1~lig_18660-1_jnk1,-27.417329,-28.180196,-29.154446,-26.838395,-25.915594,0.554740890151159
44~16_cdk8,-41.783007,-31.574594,-41.731934,-29.898387,-33.557858,2.536269338965146
67~215_hif2a,-18.173638,-17.536488,-18.000327,-18.40341,-16.862087,0.2732072088439472
lig_ejm_55~lig_ejm_46_tyk2,-0.415899,-0.05886,0.632493,1.071787,1.158532,0.3103907388342313
lig_31~lig_30_mcl1,-9.20032,-8.876169,-8.691803,-9.039181,-9.023896,0.08569320174751306
CHEMBL3265027~CHEMBL3265032_syk,11.372033,12.114604,11.383892,10.994817,11.462898,0.18142231047404292
lig_50181001~lig_49932129_pde2,-12.017486,-12.055637,-12.426151,-12.148527,-12.563049,0.10743807807197589
252~163_hif2a,-2.39516,-2.348799,-2.281974,-2.320613,-2.446086,0.02863653466919493
23~46_pfkfb3,22.365559,24.29883,30.798967,25.227589,28.134946,1.4857896722876154
165~338_hif2a,-2.41077,2.985988,1.084736,-2.786144,3.575901,1.327667843863306
lig_20670_2qbs~lig_23477_ptp1b,-2.392758,-2.439686,-2.441014,-2.487117,-2.385023,0.018551954146666057
36~23_cdk8,-107.094258,-106.928405,-107.245845,-106.40572,-108.939519,0.42828244024085393
62~20_pfkfb3,-4.460967,-4.259816,-4.215933,-4.420253,-4.366477,0.04662978768384008
20~31_pfkfb3,188.80581,194.143092,191.081761,193.776692,191.46557,0.9740476942717925
30~42_pfkfb3,-147.274269,-146.295191,-144.590404,-144.775874,-142.858952,0.7591311038621078
CHEMBL3265018~CHEMBL3265020_syk,14.553674,14.428367,14.578497,14.442055,14.488012,0.029713335337858183
53~63_pfkfb3,-11.910071,-11.674401,-12.193434,-11.579675,-12.282275,0.13819012035974212
266~156_hif2a,-1.697329,-1.735568,-1.184293,-1.473864,-0.507906,0.22546184884875756
57~156_hif2a,2.854266,2.611254,2.561327,2.414269,2.748891,0.07606492438476488
32~28_cdk8,39.996222,40.88918,39.248459,39.504319,39.168227,0.31686608746639394
84~31_hif2a,-16.959463,-14.88719,-16.390119,-17.118441,-12.641363,0.8378460300713012
CHEMBL3265030_n~CHEMBL3265022_syk,22.12839,39.5624,37.166986,44.400707,-8.945881,9.694613308018594
24~16_cdk8,31.455973,31.280895,31.467728,31.82654,31.234617,0.1041799012826372
lig_CAT-13b~lig_CAT-13h_bace,6.843864,7.606187,6.902777,6.71156,6.608146,0.17558385971933757
lig_07_ligOH~lig_08_ligNH2_galectin,-12.537446,-12.583608,-12.533881,-12.508269,-12.554915,0.01246851373420261
62~59_pfkfb3,-58.664596,-58.712376,-58.935617,-58.86582,-59.179808,0.09146766771028983
156~234_hif2a,-6.534348,-6.793997,-6.430945,-6.599525,-6.339696,0.07749318962166932
CHEMBL1086410~CHEMBL1085895_eg5,9.128077,8.391877,6.696223,7.984749,12.610961,0.9938888872292313
lig_p38a_2e~lig_p38a_3fly_p38,69.032274,68.602092,68.474819,67.690982,69.351937,0.2819247524811187
24~31_cdk8,88.460092,91.068677,91.776329,88.965658,88.268865,0.7179443673257271
out6~out10_shp2,-4.71689,-4.373741,-4.260301,-4.55227,-4.437453,0.07810388341369465
lig_1oi9~lig_28_cdk2,-51.430893,-52.683303,-48.43994,-51.869112,-52.250411,0.7527197824777426
CHEMBL3265036~CHEMBL3265032_syk,2.857881,3.419285,1.268782,1.645223,1.621152,0.41366824149777315
lig_48~lig_32_mcl1,1.757128,1.990908,2.185665,1.943145,1.978101,0.06820738513430935
35~48_pfkfb3,-4.363887,-4.345944,-4.523677,-3.736822,-3.721427,0.16992478142360523
lig_p38a_3flz~lig_p38a_2l_p38,1.729505,1.987882,1.895802,1.972951,2.362189,0.10381477636319404
67~254_hif2a,-90.47554,-89.408689,-89.631041,-89.477159,-89.281141,0.21282934456789443
37~34_cdk8,-16.012758,-16.397138,-16.428738,-16.201834,-16.53363,0.09263872516048519
CHEMBL3265018~CHEMBL3265011_syk,-22.022887,-21.511086,-21.91444,-20.038723,-21.409946,0.35468524063352264
lig_49396360~lig_49585367_pde2,4.736838,4.831834,4.702281,4.910035,4.710932,0.04015992861671939
