lig_1,lig_2,freenrg,error,engine
ejm_45,ejm_55,-0.0851,0.3076,SOMD
ejm_55,ejm_45,-0.1982,0.3024,SOMD
ejm_45,ejm_54,-1.1229,0.3584,SOMD
ejm_54,ejm_45,1.0173,0.3345,SOMD
ejm_45,ejm_44,3.8884,1.6175,SOMD
ejm_44,ejm_45,2.1262,2.6051,SOMD
ejm_45,ejm_43,-2.6227,1.2304,SOMD
ejm_45,ejm_42,1.0318,0.5608,SOMD
ejm_42,ejm_45,0.666,0.6004,SOMD
ejm_50,ejm_45,-0.8757,0.2618,SOMD
ejm_45,ejm_50,0.3901,0.2736,SOMD
intermediate_01,jmc_28,-0.2823,0.354,SOMD
jmc_28,intermediate_01,1.5659,0.3117,SOMD
intermediate_01,ejm_55,-2.1798,0.1709,SOMD
ejm_55,intermediate_01,2.0354,0.1873,SOMD
intermediate_01,ejm_54,-5.1807,0.2878,SOMD
ejm_54,intermediate_01,1.5806,0.2525,SOMD
intermediate_01,jmc_23,-3.2969,0.2374,SOMD
jmc_23,intermediate_01,1.7744,0.2617,SOMD
intermediate_01,ejm_44,-0.8196,0.3976,SOMD
ejm_44,intermediate_01,-1.0364,0.3775,SOMD
intermediate_01,jmc_27,-1.8567,0.3224,SOMD
jmc_27,intermediate_01,2.0907,0.3323,SOMD
intermediate_01,ejm_43,2.0217,0.421,SOMD
ejm_43,intermediate_01,5.5805,0.2772,SOMD
intermediate_01,jmc_30,-5.1965,0.3077,SOMD
jmc_30,intermediate_01,2.9983,0.3641,SOMD
intermediate_01,ejm_42,8.6135,0.2665,SOMD
ejm_42,intermediate_01,1.8238,0.2844,SOMD
intermediate_01,ejm_50,-0.1965,20.7921,SOMD
ejm_50,intermediate_01,2.7637,22.2454,SOMD
jmc_28,ejm_47,1.2317,6.5018,SOMD
ejm_47,ejm_54,-14.6484,1.3684,SOMD
ejm_54,ejm_47,10.4935,0.6815,SOMD
ejm_47,ejm_48,2.7703,5.462,SOMD
ejm_48,ejm_47,0.429,1.3222,SOMD
ejm_47,jmc_23,-1.6646,22.0632,SOMD
ejm_47,ejm_44,-4.9552,7.4127,SOMD
ejm_44,ejm_47,4.3167,3.0656,SOMD
ejm_47,jmc_27,-4.1115,18.5237,SOMD
jmc_27,ejm_47,-0.5519,3.0975,SOMD
ejm_47,ejm_43,-0.6485,1.6797,SOMD
ejm_43,ejm_47,0.3608,4.1606,SOMD
ejm_47,ejm_46,-1.2852,33.1503,SOMD
ejm_46,ejm_47,1.9324,45.8245,SOMD
ejm_47,jmc_30,2.0021,5.1486,SOMD
jmc_30,ejm_47,0.339,13.0232,SOMD
ejm_47,ejm_42,1.2366,0.9088,SOMD
ejm_42,ejm_47,2.2683,1.369,SOMD
ejm_47,ejm_31,-2.1922,3.8597,SOMD
ejm_31,ejm_47,3.2147,1.455,SOMD
ejm_47,ejm_50,-8.5748,35.1516,SOMD
ejm_50,ejm_47,3.565,525.8261,SOMD
ejm_47,ejm_49,-24.0365,0.6669,SOMD
ejm_49,ejm_47,-0.4923,0.5025,SOMD
jmc_28,ejm_55,-3.6698,0.4702,SOMD
ejm_55,jmc_28,0.2223,0.4634,SOMD
jmc_28,ejm_54,-4.2836,0.863,SOMD
ejm_54,jmc_28,2.7378,0.8188,SOMD
jmc_28,ejm_48,-2.4827,0.86,SOMD
ejm_48,jmc_28,2.6608,0.8152,SOMD
jmc_28,jmc_23,-0.8334,0.0913,SOMD
jmc_23,jmc_28,0.5709,0.0982,SOMD
jmc_28,ejm_43,2.1587,0.7874,SOMD
ejm_43,jmc_28,-1.5521,0.6551,SOMD
jmc_28,ejm_42,-0.6077,0.7629,SOMD
jmc_28,ejm_31,-1.2316,0.4967,SOMD
ejm_31,jmc_28,-0.6465,0.4315,SOMD
jmc_28,ejm_50,-0.4525,6.1621,SOMD
ejm_50,jmc_28,1.1844,8.3405,SOMD
jmc_28,ejm_49,1.4406,0.4708,SOMD
ejm_49,jmc_28,0.1232,0.5427,SOMD
ejm_55,ejm_54,-0.7137,0.1905,SOMD
ejm_54,ejm_55,0.8218,0.2133,SOMD
ejm_55,ejm_48,1.4484,0.4127,SOMD
ejm_48,ejm_55,2.9585,0.4809,SOMD
ejm_55,jmc_23,2.2871,0.3942,SOMD
jmc_23,ejm_55,0.2739,0.439,SOMD
ejm_55,ejm_44,5.3954,0.2883,SOMD
ejm_44,ejm_55,-2.858,0.248,SOMD
ejm_55,jmc_27,1.8654,0.4717,SOMD
jmc_27,ejm_55,-1.9793,0.4338,SOMD
ejm_55,ejm_43,2.3036,0.1844,SOMD
ejm_43,ejm_55,1.9406,0.1422,SOMD
ejm_55,ejm_46,-0.5436,0.3227,SOMD
ejm_46,ejm_55,-0.74,0.3149,SOMD
ejm_55,jmc_30,-1.371,0.5643,SOMD
jmc_30,ejm_55,0.5241,0.5807,SOMD
ejm_55,ejm_42,0.6006,0.1123,SOMD
ejm_42,ejm_55,-1.065,0.1031,SOMD
ejm_55,ejm_49,1.456,0.6624,SOMD
ejm_49,ejm_55,-0.6637,0.5684,SOMD
ejm_54,ejm_48,0.3153,0.8025,SOMD
ejm_48,ejm_54,1.5677,0.6739,SOMD
ejm_54,jmc_23,3.4819,0.7332,SOMD
ejm_54,ejm_44,5.1103,0.4127,SOMD
ejm_44,ejm_54,-4.2408,0.4502,SOMD
ejm_54,jmc_27,0.7229,0.8142,SOMD
jmc_27,ejm_54,-1.0121,0.6932,SOMD
ejm_54,ejm_43,4.786,0.3298,SOMD
ejm_43,ejm_54,-1.4505,0.3562,SOMD
ejm_54,ejm_46,1.6193,0.58,SOMD
ejm_46,ejm_54,-0.783,0.6168,SOMD
ejm_54,jmc_30,-61.3741,3.2607,SOMD
jmc_30,ejm_54,-0.1692,1.0884,SOMD
ejm_54,ejm_42,1.2505,0.2211,SOMD
ejm_42,ejm_54,-1.4933,0.2448,SOMD
ejm_48,jmc_23,1.1792,0.5689,SOMD
jmc_23,ejm_48,0.6973,1.0644,SOMD
ejm_48,ejm_44,3.3134,3.5256,SOMD
ejm_44,ejm_48,0.9347,1.8081,SOMD
ejm_48,jmc_27,-1.0237,0.6979,SOMD
jmc_27,ejm_48,-1.2339,0.5064,SOMD
ejm_43,ejm_48,-2.7753,1.1143,SOMD
ejm_46,ejm_48,-1.7631,0.9827,SOMD
ejm_48,jmc_30,2.5572,0.8365,SOMD
ejm_48,ejm_42,3.5904,0.6424,SOMD
ejm_42,ejm_48,2.9262,0.894,SOMD
ejm_48,ejm_31,1.4937,0.5528,SOMD
ejm_31,ejm_48,0.0634,0.4735,SOMD
ejm_48,ejm_50,-7.5273,106.3224,SOMD
ejm_44,jmc_23,-5.8587,3.6335,SOMD
jmc_23,ejm_43,1.2439,0.8824,SOMD
ejm_43,jmc_23,-0.2031,0.8535,SOMD
jmc_23,jmc_30,0.9839,0.1061,SOMD
jmc_30,jmc_23,-0.1829,0.1065,SOMD
jmc_23,ejm_42,1.2737,0.6113,SOMD
ejm_42,jmc_23,-1.4813,0.6978,SOMD
ejm_31,jmc_23,-0.9753,0.5936,SOMD
jmc_23,ejm_50,-3.4692,14.9128,SOMD
ejm_50,jmc_23,-1.4156,8.9226,SOMD
jmc_23,ejm_49,-1.3135,0.5612,SOMD
ejm_49,jmc_23,-1.0219,0.4925,SOMD
jmc_27,ejm_44,-2.0824,2.9745,SOMD
ejm_44,ejm_42,-2.2178,0.3328,SOMD
ejm_42,ejm_44,4.6976,0.4086,SOMD
ejm_44,ejm_50,-2.5528,0.3539,SOMD
ejm_50,ejm_44,4.6821,0.3267,SOMD
ejm_44,ejm_49,-2.7573,1.4908,SOMD
ejm_49,ejm_44,4.997,1.9632,SOMD
ejm_43,jmc_27,-0.7531,0.9207,SOMD
jmc_27,ejm_42,1.0588,0.7766,SOMD
ejm_42,jmc_27,-0.7135,0.8857,SOMD
jmc_27,ejm_31,2.5965,0.7988,SOMD
ejm_31,jmc_27,-0.7962,0.6203,SOMD
jmc_27,ejm_50,-1.7342,83.01,SOMD
ejm_50,jmc_27,0.42,36.2505,SOMD
jmc_27,ejm_49,2.6524,0.5142,SOMD
ejm_49,jmc_27,-1.1089,0.5225,SOMD
ejm_43,ejm_46,-6.0452,0.8048,SOMD
ejm_46,ejm_43,-2.2572,0.5778,SOMD
ejm_43,jmc_30,1.4219,1.2128,SOMD
jmc_30,ejm_43,4.1046,1.3675,SOMD
ejm_43,ejm_42,1.0367,0.2098,SOMD
ejm_42,ejm_43,1.7153,0.2079,SOMD
ejm_43,ejm_50,3.3946,0.2184,SOMD
ejm_50,ejm_43,1.4459,0.2046,SOMD
ejm_43,ejm_49,2.6114,0.8419,SOMD
ejm_46,ejm_42,-0.1798,0.4842,SOMD
ejm_42,ejm_46,-0.1652,0.6633,SOMD
ejm_46,ejm_31,0.8356,0.3619,SOMD
ejm_31,ejm_46,-0.8161,0.3147,SOMD
ejm_46,ejm_50,-4.1931,1.8367,SOMD
ejm_50,ejm_46,-2.7222,4.2912,SOMD
ejm_46,ejm_49,-0.402,0.4576,SOMD
ejm_49,ejm_46,4.924,22.7256,SOMD
ejm_42,jmc_30,-3.3843,4.7725,SOMD
ejm_31,jmc_30,-0.0914,0.9583,SOMD
jmc_30,ejm_50,-6.6707,393.4667,SOMD
ejm_50,jmc_30,-3.3705,63.4182,SOMD
jmc_30,ejm_49,2.3692,0.6754,SOMD
ejm_49,jmc_30,-3.9599,0.6581,SOMD
ejm_42,ejm_49,0.4069,1.0792,SOMD
ejm_31,ejm_50,-0.3643,0.1672,SOMD
ejm_50,ejm_31,-0.2594,0.1767,SOMD
ejm_31,ejm_49,-1.5114,1.0333,SOMD
ejm_49,ejm_31,-0.3709,1.4184,SOMD
ejm_50,ejm_49,-3.1971,2593.6633,SOMD
ejm_49,ejm_50,-0.4603,961.3364,SOMD
lig_1,lig_2,freenrg,error,engine
ejm_45,ejm_55,0.6327,0.279,SOMD
ejm_55,ejm_45,-0.4441,0.3106,SOMD
ejm_45,ejm_54,1.2946,0.3826,SOMD
ejm_54,ejm_45,0.0982,0.359,SOMD
ejm_45,ejm_44,-3.8411,5.3231,SOMD
ejm_44,ejm_45,4.5096,48.9153,SOMD
ejm_43,ejm_45,-1.1656,2.9337,SOMD
ejm_45,ejm_42,1.295,0.321,SOMD
ejm_45,ejm_50,2.0149,0.4219,SOMD
ejm_42,ejm_45,-0.8555,0.2874,SOMD
ejm_50,ejm_45,0.2367,0.4494,SOMD
intermediate_01,jmc_28,0.3905,0.3174,SOMD
jmc_28,intermediate_01,1.7599,0.315,SOMD
intermediate_01,ejm_55,-2.4182,0.1718,SOMD
ejm_55,intermediate_01,1.9231,0.1847,SOMD
intermediate_01,ejm_54,7.2439,0.2806,SOMD
ejm_54,intermediate_01,3.0844,0.2503,SOMD
intermediate_01,jmc_23,-1.6359,0.3838,SOMD
jmc_23,intermediate_01,1.7702,0.3282,SOMD
intermediate_01,ejm_44,1.5574,0.3709,SOMD
ejm_44,intermediate_01,-1.3402,0.3787,SOMD
intermediate_01,jmc_27,-0.8872,0.3222,SOMD
jmc_27,intermediate_01,0.6345,0.3469,SOMD
intermediate_01,ejm_43,5.4812,0.369,SOMD
ejm_43,intermediate_01,4.9533,0.3126,SOMD
intermediate_01,jmc_30,-2.1163,0.3914,SOMD
jmc_30,intermediate_01,1.0924,0.3608,SOMD
intermediate_01,ejm_42,1.0159,0.2787,SOMD
ejm_42,intermediate_01,1.6672,0.2775,SOMD
intermediate_01,ejm_50,6.4682,11.5535,SOMD
ejm_50,intermediate_01,4.5769,2.3237,SOMD
ejm_47,jmc_28,-3.0015,29.6394,SOMD
jmc_28,ejm_47,-0.545,5.3893,SOMD
ejm_47,ejm_54,-1.7818,1.0107,SOMD
ejm_54,ejm_47,0.5181,1.0849,SOMD
ejm_47,ejm_48,9.3879,1.6892,SOMD
ejm_48,ejm_47,-0.3714,1.7818,SOMD
ejm_47,jmc_23,-2.3856,14.7565,SOMD
ejm_47,ejm_44,4.3506,28.9097,SOMD
ejm_44,ejm_47,-5.1395,38.854,SOMD
ejm_47,jmc_27,-1.1877,3.673,SOMD
jmc_27,ejm_47,5.1149,4.1406,SOMD
ejm_43,ejm_47,10.0425,1.1763,SOMD
ejm_47,ejm_46,-1.8912,48.9491,SOMD
ejm_46,ejm_47,-2.0478,75.3347,SOMD
ejm_47,jmc_30,-1.5047,4.1842,SOMD
jmc_30,ejm_47,2.2568,21.3008,SOMD
ejm_47,ejm_42,-0.7049,3.2348,SOMD
ejm_42,ejm_47,0.3748,7.6232,SOMD
ejm_47,ejm_31,-0.3362,1.1906,SOMD
ejm_31,ejm_47,-2.8147,1.9721,SOMD
ejm_47,ejm_50,-2.4588,68.728,SOMD
ejm_50,ejm_47,-2.7421,299.3472,SOMD
ejm_47,ejm_49,-0.6079,0.696,SOMD
ejm_49,ejm_47,0.9115,0.7323,SOMD
jmc_28,ejm_55,-5.4357,0.4518,SOMD
ejm_55,jmc_28,4.8392,0.5068,SOMD
jmc_28,ejm_54,-2.2285,0.9152,SOMD
