index,CID,SMILES
15458,EDG-MED-90036822-86,CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15374,EDG-MED-90036822-2,NCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15375,EDG-MED-90036822-3,NC[C@@H](F)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15376,EDG-MED-90036822-4,NC[C@H](F)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15377,EDG-MED-90036822-5,N[C@H](CF)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15381,EDG-MED-90036822-9,CNCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15382,EDG-MED-90036822-10,C[C@H](N)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15383,EDG-MED-90036822-11,C[C@@H](N)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15385,EDG-MED-90036822-13,O=C(CO)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15387,EDG-MED-90036822-15,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(F)CO
15388,EDG-MED-90036822-16,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@H](O)CF
15389,EDG-MED-90036822-17,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(O)CF
15393,EDG-MED-90036822-21,CN(C)CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15396,EDG-MED-90036822-24,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1(F)COC1
15400,EDG-MED-90036822-28,C[C@H](O)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15401,EDG-MED-90036822-29,C[C@@H](O)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15405,EDG-MED-90036822-33,COC(F)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15406,EDG-MED-90036822-34,COCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15409,EDG-MED-90036822-37,CC(O)C(F)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15416,EDG-MED-90036822-44,O=C(CCF)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15419,EDG-MED-90036822-47,C[C@@H](C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(C)C
15420,EDG-MED-90036822-48,C[C@H](C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(C)C
15428,EDG-MED-90036822-56,N#CCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15433,EDG-MED-90036822-61,O=C(CN1CCC1)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15434,EDG-MED-90036822-62,CN(C)CCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15435,EDG-MED-90036822-63,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(F)F
15452,EDG-MED-90036822-80,CC(C#N)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15456,EDG-MED-90036822-84,N#CC(F)(F)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
15472,EDG-MED-90036822-100,O=C(CCF)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16328,EDJ-MED-6864a934-10,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@H](O)C1(O)CCC1
