,count,mean,std,min,25%,50%,75%,max
0,2286.0,-0.052112155989872073,2.3705218949210463,-9.120955864630139,-1.4142135623730958,0.0,1.4142135623730958,9.778174593052025
1,2286.0,-0.04795064420207552,2.106810070782062,-7.3241306184922195,-1.4276600731611553,0.0,1.324833936762838,8.736426222376712
2,2286.0,0.0017497812773403325,0.1565394377429532,-2.0,0.0,0.0,0.0,2.0
3,2286.0,-0.003937007874015748,0.23197804820421317,-1.0,0.0,0.0,0.0,1.0
4,2286.0,-0.08210585992140104,3.7642578139923937,-12.509223168204965,-2.437790021516807,0.0,2.2787916793384753,16.71419991536537
5,2286.0,-0.002678532572330482,0.1398757165789415,-0.43254722319907635,-0.0910812830802823,0.0,0.08820647341902121,0.40709321399692855
6,2286.0,-0.004411275087170919,0.25926571367475515,-0.8650944463981514,-0.17039538229716022,0.0,0.15113129143993387,0.8141864279938567
7,2286.0,-0.08210585992140094,3.764257813992394,-12.509223168204965,-2.437790021516807,0.0,2.2787916793384753,16.71419991536537
8,2286.0,0.000950924223798775,0.0795493596134006,-0.2367071141810475,-0.050564115109024255,0.0,0.0505021849014507,0.2375446970314934
9,2286.0,-0.006908109240141862,0.31262108556422047,-1.0741070938849653,-0.19771369325670518,0.0,0.1813285104642266,1.1638680132131354
10,2286.0,-0.011457152559626956,0.35383594183878514,-1.2752733898481363,-0.23020396604540982,-4.440892098500626e-16,0.21864247478352672,1.2241647268197653
11,2286.0,0.000924826660163049,0.059103882968940896,-0.2148980552216028,-0.030844725804133943,0.0,0.03562453206395212,0.19862611613259643
12,2286.0,-0.010337747014895359,0.4236538546217478,-1.4163389457045583,-0.27604771612936274,0.0,0.2584667935164726,1.5579867102266536
13,2286.0,0.2824271561056562,23.8847822621252,-136.679767113043,-12.279369657385049,0.0,10.738594426252828,226.52195089782384
14,2286.0,0.029901034120654372,1.105480612111829,-6.1931907497895935,-0.5080855288547733,0.0,0.5032736287375834,9.7635399296988
15,2286.0,-0.009762949525489282,0.8623325463266156,-3.1662896378051943,-0.5308495811899441,0.0,0.48782138366053773,3.4370903850266235
16,2286.0,-0.010936132983377077,1.6983357275938187,-6.0,0.0,0.0,0.0,6.0
17,2286.0,-0.0336832895888014,2.0198583466052358,-6.0,0.0,0.0,0.0,6.0
18,2286.0,-0.22659667541557305,6.373791486158809,-30.0,-4.0,0.0,4.0,24.0
19,2286.0,-0.06867891513560805,3.0314339617537884,-11.0,-2.0,0.0,2.0,13.0
20,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
