lig_1,lig_2,freenrg,error
lig_ejm_44,lig_ejm_49,0.5311936000000017,1.1212876363845543
lig_ejm_49,lig_ejm_44,-3.16080791666667,0.5652549237555513
lig_ejm_44,lig_ejm_55,1.3777647999999942,0.7345580217130836
lig_ejm_55,lig_ejm_44,-4.037869266666661,0.6780356266661514
lig_ejm_44,lig_jmc_28,1.1487724999999998,0.4788748298503127
lig_jmc_28,lig_ejm_44,-0.9433853499999962,1.161865825828896
lig_ejm_44,lig_ejm_43,2.457594666666667,1.3250297336118324
lig_ejm_43,lig_ejm_44,-3.0325145000000013,0.1840909892498811
lig_ejm_44,lig_ejm_50,0.8570039999999999,0.5277796054514295
lig_ejm_50,lig_ejm_44,-2.746783999999998,0.5278043391976275
lig_ejm_44,lig_ejm_46,0.8800058333333318,1.0548496744785092
lig_ejm_46,lig_ejm_44,-2.0988059166666595,0.6509718055253209
lig_ejm_44,lig_ejm_54,2.950955499999978,0.7720455293285072
lig_ejm_54,lig_ejm_44,-2.966136166666658,1.183406276155959
lig_ejm_44,lig_ejm_45,0.3988357999999934,0.5273277211375673
lig_ejm_45,lig_ejm_44,-3.3721565833333287,0.7494392827500066
lig_ejm_44,lig_ejm_47,1.4282498333333287,1.4390983556238124
lig_ejm_47,lig_ejm_44,-2.9835756000000018,1.1480049450734962
lig_ejm_44,lig_ejm_31,-6.342113166666671,7.467668577533385
lig_ejm_31,lig_ejm_44,-1.3013237999999987,0.9039487085990221
lig_ejm_44,lig_jmc_30,-0.029423599999997663,0.7318421340635148
lig_jmc_30,lig_ejm_44,-2.9117910499999997,0.858636971017474
lig_ejm_44,lig_jmc_27,0.5237306000000075,0.6406867315863811
lig_jmc_27,lig_ejm_44,-1.764573916666663,1.033119195308989
lig_ejm_44,lig_ejm_48,2.6913080833333325,0.8707397153608887
lig_ejm_48,lig_ejm_44,-2.946981450000006,1.5251636068703347
lig_ejm_44,lig_ejm_42,1.5386788333333357,0.5954061197507355
lig_ejm_42,lig_ejm_44,-3.23914933333333,0.31744633825266927
lig_ejm_44,lig_jmc_23,2.1806240000000017,1.0477881287967046
lig_jmc_23,lig_ejm_44,-3.400753799999997,1.2856460454184666
lig_ejm_49,lig_ejm_55,1.9332075000000017,0.3033579266455893
lig_ejm_55,lig_ejm_49,-2.4109986666666643,0.3360172893793567
lig_ejm_49,lig_jmc_28,-0.15983843333333336,0.4729720259243244
