lig_1,lig_2,freenrg,error
lig_jmc_23,lig_ejm_46,0.6024,0.21863291265177795
lig_jmc_27,lig_ejm_46,0.10391999999999997,0.26881010567915764
lig_ejm_46,intermediate_01,1.5318,0.11351859582447282
lig_ejm_42,lig_ejm_50,0.41518,0.10917594503836478
lig_ejm_31,lig_ejm_43,0.6062200000000001,0.6559976452677101
lig_jmc_27,lig_jmc_28,0.52704,0.16226256396963534
lig_ejm_55,lig_ejm_47,1.49832,1.374547148024883
lig_ejm_45,intermediate_01,1.8982800000000002,0.3431772773953426
lig_ejm_55,lig_ejm_31,0.62932,0.1045231429789595
lig_ejm_55,lig_ejm_50,0.4232,0.34899353001108985
lig_jmc_30,lig_jmc_27,-0.11262000000000001,0.190768291433875
intermediate_01,lig_ejm_46,-1.3234,0.41827512522673393
lig_jmc_27,lig_jmc_23,-0.08830000000000002,0.1326044340878539
lig_ejm_49,intermediate_01,0.6422,0.3299013787844484
lig_ejm_31,lig_ejm_54,-2.12554,0.5718943114196884
lig_ejm_44,lig_ejm_43,-2.4432,0.3568637088947822
lig_ejm_54,lig_ejm_31,1.2569599999999999,0.21549748003617045
lig_ejm_47,lig_ejm_55,-1.5928999999999998,0.9777461685719664
lig_ejm_31,intermediate_01,1.8014400000000002,0.08551374126337855
lig_ejm_42,lig_ejm_31,0.45572,0.10340548164599346
lig_ejm_48,intermediate_01,1.9720599999999997,0.8700540755224356
lig_ejm_46,lig_jmc_27,-0.25356,0.23562609519227695
lig_ejm_31,lig_ejm_45,-2.5924799999999997,0.7761769618171873
intermediate_01,lig_ejm_45,3.705139999999999,1.9563267408180465
lig_ejm_45,lig_ejm_31,2.68234,0.7942744021493703
lig_jmc_30,lig_jmc_28,0.39396000000000003,0.30531576847814446
lig_jmc_27,lig_jmc_30,0.16866,0.21046700529365628
intermediate_01,lig_ejm_48,-0.55052,0.26790836921746214
lig_ejm_47,intermediate_01,1.3981400000000002,0.21465397494195151
lig_ejm_50,lig_ejm_42,-0.34004,0.09432406953752549
lig_ejm_43,lig_ejm_44,1.72546,0.2815354971242882
lig_jmc_28,lig_jmc_30,-0.28809999999999997,0.3040592487260991
lig_ejm_54,lig_ejm_50,1.1327,0.3384459622715584
lig_ejm_46,lig_jmc_23,-0.5602600000000001,0.15287060542792413
lig_ejm_31,lig_ejm_44,3.0438199999999997,1.0642904763301324
lig_ejm_44,lig_ejm_31,-2.04882,0.260031358164856
lig_ejm_31,lig_ejm_42,-0.33971999999999997,0.03487572397900861
lig_jmc_28,lig_jmc_27,-0.4649,0.20028828370551288
intermediate_01,lig_ejm_47,-1.2312400000000001,0.5001037117744477
lig_ejm_50,lig_ejm_55,-0.7019000000000001,0.05042260441329821
lig_ejm_43,lig_ejm_31,-0.05588,0.38394043064712535
lig_jmc_23,lig_jmc_27,0.35868,0.13328393281787557
lig_ejm_50,lig_ejm_54,-2.10792,0.5060972550335562
lig_ejm_31,lig_ejm_55,-0.8142599999999998,0.13729994205031554
intermediate_01,lig_ejm_31,0.6941599999999999,0.8021443829951689
intermediate_01,lig_ejm_49,-0.4787,0.4059471477821959
lig_jmc_28,lig_ejm_46,1.0758582000000003,0.1882439000053388
intermediate_01,lig_jmc_28,0.9587972,0.11175357235453373
lig_jmc_30,lig_ejm_46,-0.34547360000000005,0.08211967898135018
lig_ejm_46,lig_jmc_30,-0.015425200000000139,0.13018925605632742
lig_jmc_28,intermediate_01,-1.294633,0.09937079478357812
lig_ejm_46,lig_jmc_28,-1.2628061999999998,0.18173632292637593
lig_ejm_31,lig_jmc_28,-0.17548,0.4090346325848134
lig_ejm_54,lig_jmc_30,-10.680060000000001,12.635495489452582
lig_ejm_42,lig_ejm_48,0.07937500000000014,0.8474373331898708
lig_ejm_54,lig_ejm_45,0.33148333333333335,0.2404831294927521
lig_jmc_23,intermediate_01,2.149166666666667,0.34852339027267787
lig_ejm_55,lig_ejm_44,3.90432,0.7691203484815891
lig_ejm_43,lig_ejm_47,1.6024999999999998,1.457751753897055
lig_jmc_23,lig_ejm_48,1.99116,1.7551416574186234
lig_ejm_43,lig_ejm_42,0.7957400000000001,0.2529718137768733
lig_jmc_30,lig_jmc_23,-0.35792500000000005,0.1626963202564826
lig_ejm_31,lig_ejm_49,-0.7093000000000002,0.5099142009456532
lig_jmc_23,lig_ejm_31,-0.76406,0.2262820562695054
lig_ejm_44,lig_jmc_23,-2.48695,3.2472616123061835
lig_ejm_46,lig_ejm_55,-1.650566666666667,0.7720585767021537
lig_ejm_54,lig_ejm_44,3.0892,1.2334449961196707
lig_ejm_55,lig_ejm_49,2.4370833333333333,0.99851723466002
lig_ejm_44,lig_ejm_50,-0.9201600000000001,0.5600527092691467
lig_jmc_28,lig_ejm_54,-1.5692166666666667,1.1236714845482694
intermediate_01,lig_ejm_50,-0.2952666666666666,2.412898127602739
lig_jmc_30,lig_ejm_49,0.90016,0.7352684713827287
lig_ejm_45,lig_ejm_42,1.0115,0.7687527327141962
lig_ejm_48,lig_ejm_47,1.45855,2.067841289270355
lig_ejm_55,lig_jmc_28,2.185883333333333,0.9258452244471329
lig_jmc_27,intermediate_01,1.6065166666666666,0.405672328150942
lig_ejm_54,lig_ejm_47,2.2542333333333335,3.442795780566901
lig_ejm_31,lig_ejm_48,0.15069999999999992,0.6427227450131912
lig_ejm_43,lig_ejm_50,1.6717199999999999,0.5512331625566441
lig_ejm_54,lig_jmc_23,-0.3253999999999999,0.6811309305155698
lig_ejm_49,lig_ejm_42,-0.36424999999999996,0.706819217000995
lig_ejm_47,lig_ejm_31,0.12383999999999999,0.8242493036122868
lig_ejm_43,lig_ejm_54,0.12263333333333333,0.47918722143881903
lig_ejm_55,lig_ejm_45,-0.13245000000000004,0.3156312700657121
lig_ejm_55,lig_jmc_27,0.20813333333333328,1.089303925687185
lig_ejm_44,lig_ejm_55,-1.5011,0.9373172022030929
lig_ejm_49,lig_jmc_23,-1.76235,0.313974182185447
lig_ejm_43,lig_ejm_45,3.3381800000000004,3.7517518954733218
intermediate_01,lig_jmc_27,-1.2502833333333332,0.44339415400794613
lig_jmc_30,intermediate_01,3.0207833333333336,0.5950701766431885
lig_jmc_27,lig_ejm_43,-1.552725,1.1874447069443237
lig_ejm_49,lig_jmc_30,-1.760175,0.7109670556616366
lig_jmc_30,lig_ejm_31,-0.9723400000000002,0.8338129691444515
lig_ejm_44,lig_ejm_47,-2.1266166666666666,2.363408740384609
lig_ejm_54,lig_jmc_28,2.97916,1.2087409301097225
lig_ejm_49,lig_ejm_31,-0.18848000000000004,0.41775995199674376
lig_ejm_42,lig_ejm_44,3.1285000000000003,0.4627217607624959
lig_ejm_43,lig_ejm_46,-1.4043,1.6954971600200062
lig_jmc_30,lig_ejm_50,-1.1610400000000003,2.284317942125125
lig_jmc_30,lig_ejm_55,-0.48536666666666667,1.3218033739040784
lig_ejm_49,lig_jmc_27,-1.4338000000000002,0.23840322628550753
intermediate_01,lig_ejm_44,-0.4175999999999999,1.8565331651853563
lig_jmc_28,lig_ejm_49,0.3609,0.4361458835440399
lig_ejm_42,intermediate_01,2.0292833333333333,0.14648300077032067
lig_ejm_48,lig_ejm_31,1.9590999999999998,0.6747721110975473
lig_ejm_48,lig_ejm_49,0.3034499999999999,1.2068170805696126
lig_ejm_49,lig_ejm_43,0.4261999999999999,2.0472021123138964
lig_ejm_42,lig_ejm_46,0.17765999999999998,1.153187025920449
lig_ejm_50,lig_ejm_49,-1.83682,0.8161214732130301
lig_ejm_43,lig_jmc_27,-5.3309500000000005,4.182441512166449
lig_ejm_48,lig_ejm_43,-2.1656000000000004,3.2526418754361197
lig_ejm_48,lig_ejm_50,-1.1155199999999998,1.916889198456472
lig_ejm_45,lig_ejm_54,0.6723166666666666,0.7909313109205368
lig_ejm_48,lig_jmc_30,0.77676,0.7061635937235831
lig_jmc_27,lig_ejm_31,3.27768,1.3796436349675756
lig_ejm_42,lig_ejm_49,0.773,0.9755753585610178
lig_ejm_49,lig_ejm_47,-0.15203333333333335,0.870524356495673
lig_jmc_27,lig_ejm_50,-0.161,0.872942061050612
lig_ejm_43,lig_jmc_28,0.748225,1.0339704328337553
lig_ejm_42,lig_jmc_30,-0.26470000000000005,1.0743813403303597
lig_ejm_50,lig_ejm_31,-0.12744,0.08615291448558975
lig_ejm_50,lig_ejm_43,0.49547999999999986,0.6880879124119567
lig_ejm_55,lig_ejm_48,1.15505,1.1908979320175663
lig_ejm_54,lig_ejm_55,0.6080666666666666,0.23379752374666452
lig_ejm_43,lig_ejm_49,0.11162500000000009,0.9481756776179928
lig_ejm_47,lig_ejm_50,-0.2531166666666667,1.5634440613871263
lig_ejm_47,lig_jmc_30,-2.42056,0.8979607703218282
lig_jmc_23,lig_ejm_43,1.1980800000000003,1.3056138203675547
intermediate_01,lig_ejm_54,1.1689666666666667,1.801697517999397
lig_ejm_50,lig_ejm_48,-4.2832,2.2891485032081738
