pert,freenrg_1,freenrg_2,freenrg_3,freenrg_4,freenrg_5,SEM
43~37_cdk8_bound,-37.641188,-36.885503,-35.513466,-36.532378,-30.382008,1.2981646222010366
32~16_cdk8_bound,27.168662,27.411237,29.899835,28.872075,31.11348,0.7454411148091709
44~35_cdk8_free,-15.649925,-17.437159,-15.565706,-16.936451,-15.26736,0.4268218929309276
24~26_cdk8_bound,36.704549,31.265293,42.975938,44.310952,48.811884,3.0735499849015206
37~27_cdk8_bound,-7.731321,-11.237331,-22.448059,-19.802243,-2.784497,3.67804424027404
24~27_cdk8_free,11.488994,11.456695,10.865915,11.133241,10.909793,0.13142935117529875
34~27_cdk8_bound,-65.90435,-66.113079,-83.857267,-74.880531,-69.478496,3.3693625841385866
43~42_cdk8_bound,-14.750111,-14.004134,-15.449251,-14.123609,-14.045341,0.2788052232165674
32~22_cdk8_bound,16.984186,46.593493,45.264357,44.316326,44.87245,5.667941414270269
33~37_cdk8_free,35.094012,37.268739,33.620852,34.946627,35.810071,0.5962968346477613
out1~out19_shp2_bound,-8.852702,-8.419293,-8.296907,-8.822587,-7.028127,0.33235415376588884
out11~out6_shp2_free,7.770515,7.809911,7.672145,7.882873,7.840595,0.03585774422687513
32~40_cdk8_bound,84.01457,87.033792,88.600946,87.091139,87.878788,0.7819379946101845
CHEMBL1082248~CHEMBL1083517_eg5_bound,-73.711111,-74.435841,-73.227368,-73.363079,-74.466928,0.26148092204453394
CHEMBL1083836~CHEMBL1083517_eg5_bound,-55.851862,-58.736557,-54.626793,-56.653006,-56.769926,0.6717004047455529
CHEMBL1086409~CHEMBL1096002_eg5_free,65.7747,64.514678,64.041161,63.797337,63.747666,0.375323922897088
44~36_cdk8_free,-13.887985,-11.454399,-13.175484,-13.675041,-12.352742,0.44952926006917515
CHEMBL1082248~CHEMBL1085895_eg5_free,-147.690949,-144.64665,-147.325017,-145.693546,-144.940282,0.6182990893573594
24~31_cdk8_bound,62.142358,52.489166,53.0251,54.586105,61.255686,2.0745855017918156
13~42_cdk8_bound,78.048257,78.611183,77.48195,79.216372,79.171164,0.33289201061476476
37~19_cdk8_free,-19.405117,-14.920821,-17.311027,-16.32675,-15.288467,0.8054796121821831
20~38_cdk8_free,49.930196,50.74454,60.622214,52.845024,48.990262,2.097775614658212
CHEMBL1083836~CHEMBL1083517_eg5_free,-54.963342,-55.224967,-54.399864,-55.279097,-55.391892,0.17750474151036053
10~out25_shp2_bound,-21.633132,-23.990226,-23.479281,-22.139032,-23.35126,0.4421591561832006
4~SHP836-2_shp2_bound,17.288975,15.745255,16.054051,16.212098,15.582998,0.29933913217563124
35~24_cdk8_free,-84.356703,-85.744153,-80.702148,-83.709673,-87.750221,1.1655350783140594
out2~out8_shp2_free,-65.875922,-66.461554,-66.102721,-67.043179,-66.559871,0.20070941070627335
40~41_cdk8_bound,-38.284528,-38.873399,-38.98129,-39.388456,-39.198652,0.1875712051462054
43~37_cdk8_free,-35.890993,-34.863417,-35.491375,-34.860911,-34.673036,0.2300682117780722
24~22_cdk8_free,52.978972,52.355317,50.681147,48.946374,51.405158,0.702235502987324
out8~out25_shp2_bound,74.029391,73.558738,74.658621,76.750723,74.076495,0.5617753225229444
30~38_cdk8_bound,15.500398,15.375418,15.062714,15.457866,15.062326,0.0957135592534307
24~28_cdk8_bound,72.951864,65.805177,71.197665,78.904242,68.490917,2.2192701110934867
CHEMBL1083836~CHEMBL1096002_eg5_free,27.494575,28.296569,26.984121,36.427109,27.196234,1.800683019830687
32~27_cdk8_bound,6.379758,22.236099,11.511137,7.757692,22.26801,3.459895874317714
32~30_cdk8_bound,38.605299,43.410308,42.888926,44.520401,45.175696,1.151248452193921
25~27_cdk8_free,142.857283,143.314289,143.813556,142.96423,158.164746,2.9901417213536807
17~43_cdk8_bound,37.261616,38.451197,41.349858,35.454129,38.00527,0.9590962878926697
out2~out19_shp2_bound,-20.899433,-21.693835,-20.96461,-21.821669,-20.690384,0.22746700034057676
CHEMBL1078691~CHEMBL1093088_eg5_free,3.914721,8.741687,5.570097,9.329757,4.253689,1.1298617607147523
16~17_cdk8_free,-4.166849,-3.999562,-3.391409,-3.476923,-4.477093,0.20637202406392197
out1~10_shp2_bound,42.941179,43.201572,42.615955,42.354551,42.429104,0.1595565897734713
32~20_cdk8_bound,-0.216077,0.296262,-5.600193,0.003495,2.124403,1.2982380434811638
24~21_cdk8_bound,45.826045,49.542568,59.527239,59.681578,49.362547,2.8607178686909798
out2~10_shp2_free,33.024066,33.606416,33.151603,33.821671,32.683596,0.20434073212372555
CHEMBL1089393~CHEMBL1078774_eg5_free,7.031295,6.433081,6.919582,6.795315,6.680456,0.1031514204416983
CHEMBL1088740~CHEMBL1093088_eg5_free,-16.323134,-19.485562,-21.077275,-16.190676,-21.796919,1.1710745830580305
