index,CID,SMILES
15803,MAT-POS-5d65ec79-1,CN(C)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16012,KAD-UNI-80f122c8-2,CC(=O)N1CC2CC1CN2C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16329,EDG-MED-ba1ac7b9-1,NC(=O)C1CCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16330,EDG-MED-ba1ac7b9-2,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC1CO
16331,EDG-MED-ba1ac7b9-3,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CCO)C1CC1
16334,EDG-MED-ba1ac7b9-6,CC(C)N(CC#N)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16335,EDG-MED-ba1ac7b9-7,CC1OCCN1C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
16336,EDG-MED-ba1ac7b9-8,N#CCN(C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CC1
16352,EDG-MED-ba1ac7b9-24,O=C(CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CC(F)(F)F)C1COC1
17997,ALP-POS-67d5babe-5,CN(CC1CCS(=O)(=O)C1)C(=O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
