# Analysing data contained in file(s) ['lambda_0.0000/simfile.dat', 'lambda_0.1000/simfile.dat', 'lambda_0.2000/simfile.dat', 'lambda_0.3000/simfile.dat', 'lambda_0.4000/simfile.dat', 'lambda_0.5000/simfile.dat', 'lambda_0.6000/simfile.dat', 'lambda_0.7000/simfile.dat', 'lambda_0.8000/simfile.dat', 'lambda_0.9000/simfile.dat', 'lambda_1.0000/simfile.dat']
#Overlap matrix
0.6409 0.2896 0.0611 0.0078 0.0006 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.2896 0.3885 0.2307 0.0791 0.0116 0.0004 0.0000 0.0000 0.0000 0.0000 0.0000
0.0611 0.2307 0.3687 0.2586 0.0741 0.0065 0.0002 0.0000 0.0000 0.0000 0.0000
0.0078 0.0791 0.2586 0.3583 0.2410 0.0507 0.0043 0.0002 0.0000 0.0000 0.0000
0.0006 0.0116 0.0741 0.2410 0.3893 0.2180 0.0567 0.0084 0.0004 0.0000 0.0000
0.0000 0.0004 0.0065 0.0507 0.2180 0.3777 0.2584 0.0801 0.0077 0.0003 0.0000
0.0000 0.0000 0.0002 0.0043 0.0567 0.2584 0.3747 0.2456 0.0535 0.0063 0.0003
0.0000 0.0000 0.0000 0.0002 0.0084 0.0801 0.2456 0.3610 0.2258 0.0717 0.0073
0.0000 0.0000 0.0000 0.0000 0.0004 0.0077 0.0535 0.2258 0.3904 0.2618 0.0604
0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0063 0.0717 0.2618 0.3884 0.2715
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0073 0.0604 0.2715 0.6604
#DG from neighbouring lambda in kcal/mol
0.0000 0.1000 0.6138 0.1287
0.1000 0.2000 0.6281 0.1231
0.2000 0.3000 0.7922 0.1013
0.3000 0.4000 0.9083 0.1214
0.4000 0.5000 0.7403 0.1425
0.5000 0.6000 0.6426 0.1089
0.6000 0.7000 0.7366 0.1159
0.7000 0.8000 0.6029 0.1304
0.8000 0.9000 0.5999 0.1115
0.9000 1.0000 0.6003 0.1400
#PMF from MBAR in kcal/mol
0.0000 0.0000 0.0000
0.1000 0.6138 0.1287
0.2000 1.2419 0.2221
0.3000 2.0341 0.2748
0.4000 2.9424 0.3278
0.5000 3.6828 0.3853
0.6000 4.3254 0.4241
0.7000 5.0620 0.4573
0.8000 5.6650 0.4969
0.9000 6.2648 0.5253
1.0000 6.8651 0.5617
#TI average gradients and standard deviation in kcal/mol
0.0000 6.6132 8.3430
0.1000 7.1570 8.3887
0.2000 7.4562 8.1699
0.3000 7.4890 8.1891
0.4000 8.0893 8.1084
0.5000 8.1306 8.0384
0.6000 7.2626 7.9811
0.7000 7.0697 8.0270
0.8000 6.3335 8.0559
0.9000 6.8815 8.0243
1.0000 7.6427 8.4507
#PMF from TI in kcal/mol
0.0000 0.0000
0.1000 0.6885
0.2000 1.4192
0.3000 2.1664
0.4000 2.9453
0.5000 3.7563
0.6000 4.5260
0.7000 5.2426
0.8000 5.9128
0.9000 6.5735
1.0000 7.2997
#MBAR free energy difference in kcal/mol: 
6.865088, 0.561713  #WARNING SUBSAMPLING ENERGIES RESULTED IN LESS THAN 50 SAMPLES, CONSIDER RERUN WITHOUT SUBSAMPLE OPTION
#TI free energy difference in kcal/mol: 
7.299729  
Starting /home/nichrun/miniconda3/envs/biosimspace-dev/bin/analyse_freenrg: number of threads equals 20
