lig_1,lig_2,freenrg,error,engine
1a,3a,-1.45065,0.45135,SOMD
3a,1a,1.6962000000000002,0.18810000000000002,SOMD
1a,1b,-0.9265,0.10550000000000002,SOMD
1b,1a,0.70295,0.46435,SOMD
5k,5o,2.49625,1.9040499999999996,SOMD
5o,5k,1.1063,0.44339999999999996,SOMD
5k,5m,-0.48565,0.16845000000000002,SOMD
5m,5k,0.2251,0.14299999999999996,SOMD
5c,5a,0.7745000000000001,0.3254,SOMD
5a,5c,-1.9249999999999998,0.6583,SOMD
5c,5b,-0.2829,0.2617999999999999,SOMD
5b,5c,0.0665,0.15299999999999997,SOMD
5j,5b,1.09145,0.16415,SOMD
5b,5j,-0.5248,0.07680000000000001,SOMD
5j,5d,1.41855,0.23875,SOMD
5d,5j,-1.3963,0.26379999999999987,SOMD
3b,3a,0.9252,0.3821999999999999,SOMD
3a,3b,-0.76835,0.33864999999999995,SOMD
3b,5d,0.24004999999999999,0.26604999999999995,SOMD
5d,3b,0.20009999999999997,0.6238,SOMD
5a,3a,-0.2849,0.2384,SOMD
3a,5a,0.21685,0.37815,SOMD
5b,5l,-0.64205,0.07774999999999997,SOMD
5l,5b,0.5117,0.15069999999999997,SOMD
3a,1b,-0.4089,0.6759,SOMD
1b,3a,0.47609999999999997,0.6958,SOMD
5g,5h,1.6712,0.1672,SOMD
5h,5g,-0.6868000000000001,0.391,SOMD
5g,5i,0.52755,0.018550000000000007,SOMD
5i,5g,-0.52875,0.07185000000000001,SOMD
5f,5l,-1.2384,0.2812,SOMD
5l,5f,1.41965,0.28554999999999997,SOMD
5f,5i,-0.1114,0.1416,SOMD
5i,5f,-0.04869999999999999,0.2815999999999999,SOMD
5o,5m,-1.2696,0.07950000000000002,SOMD
5m,5o,-11.5851,0.5428000000000005,SOMD
5e,7,0.44815,0.055850000000000004,SOMD
7,5e,0.7448,0.8856,SOMD
5e,5d,-0.012650000000000002,0.09645000000000001,SOMD
5d,5e,0.0703,0.1515,SOMD
7,5d,-0.20835,0.13884999999999997,SOMD
5d,7,0.7909999999999999,0.33669999999999994,SOMD
5h,5i,-1.2915999999999999,0.07710000000000006,SOMD
5i,5h,0.376,0.1725,SOMD
5n,5d,-2.7126,2.7750999999999997,SOMD
5d,5n,3.6788499999999997,4.104449999999999,SOMD
5n,5p,-0.023350000000000003,0.12785,SOMD
5p,5n,0.21080000000000002,0.1514,SOMD
5d,5p,0.5854,1.2949000000000002,SOMD
5p,5d,1.7747,0.3371999999999999,SOMD
5d,5m,-0.76025,0.29835,SOMD
5m,5d,0.65715,0.02785000000000004,SOMD
5m,5i,0.80555,0.26905,SOMD
5i,5m,-0.9393499999999999,0.25255,SOMD
