lig_1,lig_2,freenrg,error,engine
1a,3a,-0.39766666666666667,1.3228897778894673,SOMD
3a,1a,1.2469000000000001,0.5076906275807477,SOMD
1a,1b,-0.6590333333333334,0.5229504193622098,SOMD
1b,1a,0.9867333333333334,0.13526029638359433,SOMD
5k,5o,-0.8109666666666667,1.1182089761956147,SOMD
5o,5k,5.7197000000000005,3.2895452573266115,SOMD
5k,5m,-0.37096666666666667,0.16732477733770065,SOMD
5m,5k,0.5134,0.22770960307666724,SOMD
5c,5a,1.4907666666666666,0.28082797423175465,SOMD
5a,5c,-1.2482333333333333,0.1443445107296352,SOMD
5c,5b,0.3700333333333334,0.2194392272234945,SOMD
5b,5c,0.41053333333333325,0.5089422113014841,SOMD
5j,5b,1.0636333333333334,0.07145276606106848,SOMD
5b,5j,-0.6183666666666666,0.1048040446632561,SOMD
5j,5d,1.2828,0.09833744624167,SOMD
5d,5j,-1.6387,0.01290632919669002,SOMD
3b,3a,0.9369999999999999,0.19631688669088043,SOMD
3a,3b,-0.8594,0.25129307590938516,SOMD
3b,5d,-0.6819666666666665,0.34968566996343703,SOMD
5d,3b,0.0698333333333333,0.5006438032950951,SOMD
5a,3a,0.843,0.5056640024100324,SOMD
3a,5a,0.3333,0.21397876062824553,SOMD
5b,5l,-0.7140333333333334,0.014068443805592388,SOMD
5l,5b,0.4878,0.12358009548466939,SOMD
3a,1b,-0.14800000000000002,0.24082195359504363,SOMD
1b,3a,-0.15210000000000004,0.8072694799961988,SOMD
5g,5h,1.4167333333333332,0.0800292515965951,SOMD
5h,5g,-0.7962666666666666,0.37975631367730783,SOMD
5g,5i,0.4176,0.1613929779554654,SOMD
5i,5g,-0.3357333333333334,0.0664182287562015,SOMD
5f,5l,-1.5273,0.2751054767418005,SOMD
5l,5f,1.1718333333333335,0.08058606855061516,SOMD
5f,5i,-0.23876666666666665,0.1478287334872502,SOMD
5i,5f,0.5045333333333333,0.13637487957016783,SOMD
5o,5m,1.5617999999999999,3.7610304292839745,SOMD
5m,5o,-3.275166666666666,4.537937349476938,SOMD
5e,7,0.9525666666666668,0.7237167248155717,SOMD
7,5e,0.11136666666666666,0.16597321403701795,SOMD
5e,5d,0.0695,0.13059044120200122,SOMD
5d,5e,0.18320000000000003,0.1322998236330394,SOMD
7,5d,0.1441666666666666,0.4989859594996414,SOMD
5d,7,1.0790333333333333,0.4843157280580969,SOMD
5h,5i,-1.1988999999999999,0.11898934125934699,SOMD
5i,5h,0.8904666666666667,0.1790179910263522,SOMD
5n,5d,0.08016666666666665,0.7600174939507058,SOMD
5d,5n,0.36856666666666654,3.8717836136735624,SOMD
5n,5p,-0.12583333333333332,0.04117532972275726,SOMD
5p,5n,0.23446666666666668,0.0814669939982513,SOMD
5d,5p,1.2272333333333334,0.4054535498810082,SOMD
5p,5d,0.7073,1.037201341752571,SOMD
5d,5m,-0.9130666666666666,0.2403461693289725,SOMD
5m,5d,0.8431666666666665,0.11003063714761954,SOMD
5m,5i,0.9207666666666666,0.22469897888310733,SOMD
5i,5m,-0.8617333333333334,0.22843051703113382,SOMD
