lig_1,lig_2,freenrg,error,engine
1a,3a,-1.26485,0.26555,SOMD
3a,1a,0.8759,0.6322,SOMD
1a,1b,-1.25245,0.22045,SOMD
1b,1a,0.4803,0.2417,SOMD
5k,5c,0.4377,0.8268999999999999,SOMD
5c,5k,0.1948,0.1973,SOMD
5k,5j,-0.6056,0.17729999999999999,SOMD
5j,5k,0.6864,0.43109999999999987,SOMD
5k,5a,1.8367,0.3588,SOMD
5a,5k,-1.61505,0.13184999999999988,SOMD
5k,5e,1.1774499999999999,0.010449999999999958,SOMD
5e,5k,-0.6376999999999999,0.09149999999999997,SOMD
5k,5h,2.1621,0.7405,SOMD
5h,5k,-1.5746,0.2377,SOMD
5k,5m,-0.38295,0.27115,SOMD
5m,5k,0.48525,0.11715000000000003,SOMD
5c,5b,0.09665000000000001,0.6413499999999999,SOMD
5b,5c,0.6426999999999999,0.7291999999999998,SOMD
5j,5m,0.67045,0.45404999999999995,SOMD
5m,5j,-0.303,0.1779,SOMD
3b,3a,0.591,0.04799999999999999,SOMD
3a,3b,-1.2035,0.09650000000000003,SOMD
3b,5l,-1.1938,0.13749999999999996,SOMD
5l,3b,0.88815,0.37725000000000003,SOMD
5b,7,2.7714999999999996,2.1870999999999996,SOMD
7,5b,-0.9011,0.6423000000000001,SOMD
3a,5d,-0.8549,0.5382,SOMD
5d,3a,0.33640000000000003,0.41209999999999997,SOMD
5g,5f,0.6644,0.12070000000000002,SOMD
5f,5g,-0.69345,0.0007500000000000284,SOMD
5g,7,0.7061999999999999,1.1366999999999998,SOMD
7,5g,-0.62165,0.6426499999999999,SOMD
5f,5i,-0.2286,0.2588,SOMD
5i,5f,0.1657,0.49599999999999994,SOMD
5o,7,0.38049999999999984,3.4615999999999993,SOMD
7,5o,-4.708699999999999,4.587199999999999,SOMD
5o,5n,0.96295,0.17435,SOMD
5n,5o,-0.6958500000000001,0.27745000000000003,SOMD
5o,5p,0.9872000000000001,0.16599999999999998,SOMD
5p,5o,-0.8981,0.1944,SOMD
5l,5e,1.1388,0.10499999999999997,SOMD
5e,5l,-1.7239499999999999,0.25155000000000005,SOMD
5l,7,1.4476,1.6829999999999996,SOMD
7,5l,-1.5028,0.5971,SOMD
7,1b,-0.0208,0.18189999999999998,SOMD
1b,7,-1.4392,0.0019000000000000126,SOMD
7,5d,0.5363,0.6058,SOMD
5d,7,0.3356,0.11869999999999999,SOMD
7,5i,0.75625,0.47734999999999994,SOMD
5i,7,1.31895,0.06664999999999997,SOMD
5h,5m,-2.27555,0.4139499999999999,SOMD
5m,5h,1.7169,0.49189999999999995,SOMD
5n,5p,0.029599999999999998,0.07489999999999998,SOMD
5p,5n,0.1588,0.09939999999999999,SOMD
5p,5i,-0.12880000000000003,0.8561,SOMD
5i,5p,-0.7219,0.008299999999999972,SOMD
