lig_1,lig_2,freenrg,error,engine
1a,3a,-1.7162,0.18579999999999994,SOMD
3a,1a,1.064,0.8202999999999999,SOMD
1a,1b,-1.14695,0.3259500000000001,SOMD
1b,1a,0.94465,0.22265000000000001,SOMD
5k,5c,0.725,0.5395999999999999,SOMD
5c,5k,1.09935,0.7072499999999998,SOMD
5k,5j,-0.44205,0.013749999999999983,SOMD
5j,5k,0.49895,0.24364999999999998,SOMD
5k,5a,1.9189500000000002,0.2765499999999999,SOMD
5a,5k,-1.43585,0.04735,SOMD
5k,5e,1.1348500000000001,0.03215000000000001,SOMD
5e,5k,-0.46265,0.08355000000000001,SOMD
5k,5h,1.7907,1.1119,SOMD
5h,5k,-2.0951500000000003,0.28285,SOMD
5k,5m,-0.2145,0.10269999999999997,SOMD
5m,5k,0.34225000000000005,0.26015000000000005,SOMD
5c,5b,0.35845,0.37955,SOMD
5b,5c,0.7957,0.5761999999999998,SOMD
5j,5m,0.32015,0.10375,SOMD
5m,5j,-0.5948,0.4697,SOMD
3b,3a,0.9732,0.3341999999999999,SOMD
3a,3b,-0.86485,0.43515,SOMD
3b,5l,-0.7876,0.5437,SOMD
5l,3b,1.0563,0.20910000000000006,SOMD
5b,7,2.9120999999999997,2.0464999999999995,SOMD
7,5b,-1.12935,0.41405000000000003,SOMD
3a,5d,-0.72085,0.40414999999999995,SOMD
5d,3a,1.18995,0.4414499999999999,SOMD
5g,5f,0.7073,0.07780000000000002,SOMD
5f,5g,-0.72905,0.036349999999999986,SOMD
5g,7,0.9258500000000001,1.3563499999999997,SOMD
7,5g,-0.99885,0.2654499999999999,SOMD
5f,5i,-0.3702,0.11719999999999998,SOMD
5i,5f,0.4473,0.21439999999999995,SOMD
5o,7,0.20439999999999992,3.2854999999999994,SOMD
7,5o,-5.9314,3.3644999999999996,SOMD
5o,5n,1.04945,0.08784999999999997,SOMD
5n,5o,-1.1589,0.18559999999999996,SOMD
5o,5p,0.9151,0.23809999999999995,SOMD
5p,5o,-0.89075,0.18705000000000002,SOMD
5l,5e,1.2419,0.20809999999999995,SOMD
5e,5l,-0.7383,0.7340999999999999,SOMD
5l,7,2.7737,0.35689999999999994,SOMD
7,5l,-1.7018,0.3980999999999999,SOMD
7,1b,0.3852,0.22409999999999997,SOMD
1b,7,-1.0252,0.4159,SOMD
7,5d,0.39744999999999997,0.7446499999999998,SOMD
5d,7,0.6723,0.4553999999999999,SOMD
7,5i,0.5468,0.6868,SOMD
5i,7,0.4553,0.9302999999999999,SOMD
5h,5m,-2.08605,0.22445000000000012,SOMD
5m,5h,1.7808000000000002,0.42800000000000005,SOMD
5n,5p,-0.09825,0.052950000000000004,SOMD
5p,5n,0.31020000000000003,0.05200000000000002,SOMD
5p,5i,-0.30255,0.68235,SOMD
5i,5p,0.76475,1.4783499999999998,SOMD
