lig_1,lig_2,freenrg,error,engine
1a,3a,-1.32355,0.20684999999999998,SOMD
3a,1a,0.5834,0.3397,SOMD
1a,1b,-1.4539,0.019000000000000013,SOMD
1b,1a,0.93455,0.21255,SOMD
5k,5o,2.22355,2.22795,SOMD
5o,5k,7.4565,4.7552,SOMD
5k,5m,-0.2093,0.0975,SOMD
5m,5k,0.61005,0.00764999999999999,SOMD
5c,5a,0.6962,0.6406999999999999,SOMD
5a,5c,-1.3326,0.15589999999999993,SOMD
5c,5b,0.14834999999999998,0.58965,SOMD
5b,5c,0.25479999999999997,1.1170999999999998,SOMD
5j,5b,0.94695,0.14775,SOMD
5b,5j,-0.7923,0.017000000000000015,SOMD
5j,5d,1.33915,0.14024999999999999,SOMD
5d,5j,-1.3732,0.24229999999999996,SOMD
3b,3a,0.7818499999999999,0.14284999999999995,SOMD
3a,3b,-1.03065,0.26935000000000003,SOMD
3b,5d,-0.17064999999999997,1.04935,SOMD
5d,3b,0.316,0.052700000000000025,SOMD
5a,3a,1.5608,0.14369999999999994,SOMD
3a,5a,-0.2308,0.14,SOMD
5b,5l,-0.5382,0.19679999999999997,SOMD
5l,5b,0.43805000000000005,0.11395000000000001,SOMD
3a,1b,0.14504999999999996,0.71225,SOMD
1b,3a,-0.30805000000000005,1.30625,SOMD
5g,5h,1.55425,0.29735,SOMD
5h,5g,-0.7112499999999999,0.66665,SOMD
5g,5i,0.5834,0.05659999999999998,SOMD
5i,5g,-0.3172,0.08919999999999999,SOMD
5f,5l,-1.6705,0.33710000000000007,SOMD
5l,5f,1.0924999999999998,0.03749999999999997,SOMD
5f,5i,-0.6492,0.1618,SOMD
5i,5f,0.5232,0.13849999999999998,SOMD
5o,5m,-0.42525000000000013,2.56425,SOMD
5m,5o,3.5485,1.1259000000000001,SOMD
5e,7,1.42965,0.95885,SOMD
7,5e,-0.80775,0.8582499999999998,SOMD
5e,5d,0.1941,0.0941,SOMD
5d,5e,0.2011,0.10539999999999998,SOMD
7,5d,1.13705,0.005049999999999999,SOMD
5d,7,0.1361,0.0808,SOMD
5h,5i,-1.06585,0.19255,SOMD
5i,5h,0.9057999999999999,0.2475,SOMD
5n,5d,0.3939999999999999,1.6212999999999997,SOMD
5d,5n,-4.80965,0.46265,SOMD
5n,5p,-0.03695,0.008349999999999998,SOMD
5p,5n,-0.030450000000000005,0.28864999999999996,SOMD
5d,5p,0.22525,0.25914999999999994,SOMD
5p,5d,0.32105,1.0059499999999997,SOMD
5d,5m,-1.3564500000000002,0.07415000000000005,SOMD
5m,5d,0.9663,0.06110000000000004,SOMD
5m,5i,1.1907999999999999,0.27969999999999995,SOMD
5i,5m,-0.7970999999999999,0.21339999999999998,SOMD
