lig_1,lig_2,freenrg,error,engine
1a,3a,-1.3871,0.20598582070942,SOMD
3a,1a,1.1398000000000001,0.3582223750688949,SOMD
1a,1b,-1.1902,0.15841224174076113,SOMD
1b,1a,0.81875,0.21894356388500363,SOMD
5k,5o,2.3599,1.1990517260179674,SOMD
5o,5k,4.2814000000000005,2.6761617608059494,SOMD
5k,5m,-0.347475,0.1125953771623566,SOMD
5m,5k,0.41757500000000003,0.12556590152187017,SOMD
5c,5a,0.7353500000000001,0.2942354768435196,SOMD
5a,5c,-1.6288,0.32484164860231,SOMD
5c,5b,-0.067275,0.29132302911315927,SOMD
5b,5c,0.16065,0.46351013203596747,SOMD
5j,5b,1.0191999999999999,0.0993440234739866,SOMD
5b,5j,-0.65855,0.08363149825275164,SOMD
5j,5d,1.3788500000000001,0.11534282595809763,SOMD
5d,5j,-1.38475,0.14638222512768864,SOMD
3b,3a,0.853525,0.17163797838765169,SOMD
3a,3b,-0.8995,0.19219516556528332,SOMD
3b,5d,0.034700000000000016,0.4575760902115989,SOMD
5d,3b,0.25805,0.257753155493132,SOMD
5a,3a,0.63795,0.5447917790312184,SOMD
3a,5a,-0.006975000000000009,0.20928158214472672,SOMD
5b,5l,-0.590125,0.09144006575347592,SOMD
5l,5b,0.47487500000000005,0.08000755563278593,SOMD
3a,1b,-0.13192500000000004,0.43158065560410214,SOMD
1b,3a,0.08402499999999996,0.645222482785331,SOMD
5g,5h,1.6127249999999997,0.1433012640965413,SOMD
5h,5g,-0.699025,0.31559523754064056,SOMD
5g,5i,0.555475,0.02917554269703764,SOMD
5i,5g,-0.422975,0.07691528212910619,SOMD
5f,5l,-1.45445,0.21835180138177626,SOMD
5l,5f,1.256075,0.15080816387605372,SOMD
5f,5i,-0.38029999999999997,0.17834620825798347,SOMD
5i,5f,0.23725,0.20897193392096142,SOMD
5o,5m,-0.847425,1.0753419435812033,SOMD
5m,5o,-4.0183,4.398393781256972,SOMD
5e,7,0.9389000000000001,0.48376710477942453,SOMD
7,5e,-0.03147499999999997,0.6740531845670638,SOMD
5e,5d,0.090725,0.0811687478343728,SOMD
5d,5e,0.1357,0.08427705302552212,SOMD
7,5d,0.46435000000000004,0.3925038014677904,SOMD
5d,7,0.46355,0.23605879740719965,SOMD
5h,5i,-1.178725,0.10684992883323165,SOMD
5i,5h,0.6409,0.19636552650605452,SOMD
5n,5d,-1.1593,1.589301496465245,SOMD
5d,5n,-0.5654000000000006,2.9745551754281965,SOMD
5n,5p,-0.030150000000000003,0.05245287567585467,SOMD
5p,5n,0.090175,0.1501896377639505,SOMD
5d,5p,0.40532500000000005,0.5490565762818377,SOMD
5p,5d,1.047875,0.6030738489535644,SOMD
5d,5m,-1.05835,0.21300945401554364,SOMD
5m,5d,0.811725,0.09335924677466788,SOMD
5m,5i,0.998175,0.19357546924046615,SOMD
5i,5m,-0.8682249999999999,0.14109015660798832,SOMD
