lig_1,lig_2,freenrg,error,engine
1a,3a,0.62005,1.6193499999999996,SOMD
3a,1a,1.5604,0.05230000000000001,SOMD
1a,1b,-0.35760000000000003,0.6744,SOMD
1b,1a,0.6547499999999999,0.4161499999999999,SOMD
5k,5c,-0.14834999999999998,0.24084999999999998,SOMD
5c,5k,-0.478,0.4755,SOMD
5k,5j,-0.81965,0.036750000000000005,SOMD
5j,5k,0.93025,0.18724999999999997,SOMD
5k,5a,1.65215,0.17425000000000002,SOMD
5a,5k,-1.46745,0.27945,SOMD
5k,5e,1.0189,0.16899999999999998,SOMD
5e,5k,-0.8947,0.16550000000000004,SOMD
5k,5h,1.45315,0.03154999999999997,SOMD
5h,5k,-1.2824,0.05449999999999999,SOMD
5k,5m,-0.669,0.014899999999999967,SOMD
5m,5k,0.6119,0.24380000000000002,SOMD
5c,5b,-0.07574999999999998,0.46895,SOMD
5b,5c,-0.22315000000000002,0.13665,SOMD
5j,5m,0.7831,0.34140000000000004,SOMD
5m,5j,-0.5706,0.0897,SOMD
3b,3a,0.7038,0.1608,SOMD
3a,3b,-0.97775,0.12924999999999995,SOMD
3b,5l,-1.4412500000000001,0.38494999999999996,SOMD
5l,3b,0.7616499999999999,0.25075,SOMD
5b,7,0.62155,0.037149999999999954,SOMD
7,5b,-0.08409999999999998,0.17469999999999997,SOMD
3a,5d,-1.7485,0.3553999999999999,SOMD
5d,3a,-0.07680000000000001,0.0010999999999999968,SOMD
5g,5f,0.6409,0.0972,SOMD
5f,5g,-0.6584000000000001,0.0358,SOMD
5g,7,1.02885,0.8140499999999999,SOMD
7,5g,0.030600000000000002,0.0096,SOMD
5f,5i,0.02715,0.00305,SOMD
5i,5f,0.14435,0.47464999999999996,SOMD
5o,7,7.6924,3.8502999999999994,SOMD
7,5o,0.6353500000000001,0.7568499999999999,SOMD
5o,5n,0.71685,0.07174999999999998,SOMD
5n,5o,-0.80935,0.3909499999999999,SOMD
5o,5p,0.81835,0.002850000000000019,SOMD
5p,5o,-1.1564999999999999,0.06399999999999995,SOMD
5l,5e,1.41595,0.17215,SOMD
5e,5l,-1.58705,0.3884499999999999,SOMD
5l,7,1.8953499999999999,2.13075,SOMD
7,5l,-0.21754999999999997,0.6881499999999999,SOMD
7,1b,1.90245,2.1051499999999996,SOMD
1b,7,1.3040999999999998,2.741399999999999,SOMD
7,5d,-0.21595,0.14645,SOMD
5d,7,1.1734,0.7191,SOMD
7,5i,0.2157,0.06319999999999998,SOMD
5i,7,0.71045,0.5418499999999999,SOMD
5h,5m,-2.17295,0.5165499999999997,SOMD
5m,5h,1.8970500000000001,0.67205,SOMD
5n,5p,-0.03825,0.14275,SOMD
5p,5n,0.0712,0.0118,SOMD
5p,5i,0.15834999999999996,0.56895,SOMD
5i,5p,-0.75545,0.02524999999999999,SOMD
