lig_1,lig_2,freenrg,error,engine
1a,3a,-1.058,0.05870000000000003,SOMD
3a,1a,1.2156,0.2924999999999999,SOMD
1a,1b,-1.23345,0.20145000000000002,SOMD
1b,1a,0.69285,0.45424999999999993,SOMD
5k,5o,4.4259,0.02560000000000029,SOMD
5o,5k,1.6821,1.0191999999999999,SOMD
5k,5m,-0.48045000000000004,0.17364999999999997,SOMD
5m,5k,0.4929,0.12480000000000001,SOMD
5c,5a,0.2523,0.19679999999999997,SOMD
5a,5c,-1.88,0.7032999999999999,SOMD
5c,5b,-0.493,0.05169999999999997,SOMD
5b,5c,-0.4744,0.38789999999999997,SOMD
5j,5b,1.0274,0.22820000000000001,SOMD
5b,5j,-0.68845,0.08684999999999998,SOMD
5j,5d,1.4281000000000001,0.22919999999999993,SOMD
5d,5j,-1.1317,0.0008000000000000228,SOMD
3b,3a,0.73385,0.19084999999999996,SOMD
3a,3b,-0.93415,0.17284999999999998,SOMD
3b,5d,0.6924,0.1863,SOMD
5d,3b,-0.027499999999999997,0.39619999999999994,SOMD
5a,3a,0.4469,0.9701999999999998,SOMD
3a,5a,-0.26605,0.10475000000000001,SOMD
5b,5l,-0.45285,0.11145000000000002,SOMD
5l,5b,0.34255,0.018449999999999994,SOMD
3a,1b,-0.11375000000000002,0.9710499999999999,SOMD
1b,3a,0.38925,0.6089499999999999,SOMD
5g,5h,1.845,0.006599999999999938,SOMD
5h,5g,-0.83685,0.5410499999999999,SOMD
5g,5i,0.5364500000000001,0.00964999999999999,SOMD
5i,5g,-0.5035000000000001,0.0971,SOMD
5f,5l,-1.1453,0.1880999999999999,SOMD
5l,5f,1.4176,0.2876,SOMD
5f,5i,-0.3904,0.4206,SOMD
5i,5f,0.027200000000000002,0.35749999999999993,SOMD
5o,5m,0.4744499999999999,1.6645499999999998,SOMD
5m,5o,-4.852650000000001,7.27525,SOMD
5e,7,0.4874,0.0166,SOMD
7,5e,-0.017799999999999927,1.6481999999999999,SOMD
5e,5d,-0.0045499999999999985,0.10454999999999999,SOMD
5d,5e,0.15875,0.06305000000000001,SOMD
7,5d,0.53125,0.6007499999999999,SOMD
5d,7,0.25479999999999997,0.19949999999999996,SOMD
5h,5i,-1.0438999999999998,0.17059999999999997,SOMD
5i,5h,0.4309,0.2274,SOMD
5n,5d,-1.7362000000000002,3.7514999999999996,SOMD
5d,5n,-2.3863000000000003,1.9607,SOMD
5n,5p,0.03795,0.06655,SOMD
5p,5n,-0.12985,0.18925,SOMD
5d,5p,-0.37170000000000003,0.33780000000000004,SOMD
5p,5d,0.3763,1.0612,SOMD
5d,5m,-1.2446000000000002,0.18600000000000003,SOMD
5m,5d,0.8562000000000001,0.17120000000000002,SOMD
5m,5i,1.2725499999999998,0.19794999999999996,SOMD
5i,5m,-1.1012,0.0907,SOMD
