lig_1,lig_2,freenrg,error,engine
1a,3a,-1.5163666666666666,0.2268051464240713,SOMD
3a,1a,1.0170333333333332,0.4759235559531711,SOMD
1a,1b,-1.2429333333333332,0.21125166928992017,SOMD
1b,1a,1.0121333333333333,0.14518381835146477,SOMD
5k,5c,0.5947,0.33768941845034667,SOMD
5c,5k,0.8583666666666666,0.4741383283857618,SOMD
5k,5j,-0.6113,0.1694360744745148,SOMD
5j,5k,0.6076333333333334,0.17776531657715963,SOMD
5k,5a,2.1836333333333333,0.3091125487225936,SOMD
5a,5k,-1.6872666666666667,0.25289855893442953,SOMD
5k,5e,1.1311333333333333,0.018930252096695518,SOMD
5e,5k,-0.42616666666666664,0.0604805845797733,SOMD
5k,5h,2.1529666666666665,0.7371189463791521,SOMD
5h,5k,-1.8263,0.3145605876986711,SOMD
5k,5m,-0.24526666666666666,0.06680083166481621,SOMD
5m,5k,0.43406666666666666,0.1760387488910073,SOMD
5c,5b,0.09186666666666665,0.34508850233591454,SOMD
5b,5c,0.24303333333333332,0.6450653128000124,SOMD
5j,5m,0.2862,0.0688521846663803,SOMD
5m,5j,-0.3873,0.3414609982609044,SOMD
3b,3a,0.9570333333333333,0.19362655063578213,SOMD
3a,3b,-0.8303333333333334,0.2535939821403059,SOMD
3b,5l,-0.6132,0.3590987654299766,SOMD
5l,3b,0.9995666666666666,0.13339018371346192,SOMD
5b,7,1.577333333333333,1.782598142537397,SOMD
7,5b,-1.3237666666666668,0.3081292603942558,SOMD
3a,5d,-0.5905333333333334,0.2672604992220969,SOMD
5d,3a,1.0030333333333334,0.31606519545463685,SOMD
5g,5f,0.7058666666666666,0.04494071403279858,SOMD
5f,5g,-0.7059000000000001,0.03124681317083925,SOMD
5g,7,1.0809,0.7982912647231795,SOMD
7,5g,-1.3152666666666666,0.35157845181094044,SOMD
5f,5i,-0.5171333333333333,0.16176531698042626,SOMD
5i,5f,0.4264333333333334,0.12553035932040946,SOMD
5o,7,1.7330999999999996,2.4362047888741483,SOMD
7,5o,-5.702633333333334,1.9559194609640187,SOMD
5o,5n,0.9623333333333334,0.10080602384998846,SOMD
5n,5o,-1.2594666666666667,0.14695614236151466,SOMD
5o,5p,0.7638000000000001,0.20442331895684832,SOMD
5p,5o,-0.47103333333333336,0.43338741072829723,SOMD
5l,5e,1.2922666666666667,0.13027664581360868,SOMD
5e,5l,-0.6386999999999999,0.435378490511417,SOMD
5l,7,2.5564999999999998,0.2993911209994934,SOMD
7,5l,-2.0349666666666666,0.40475659077744214,SOMD
7,1b,0.4567333333333334,0.1478421042118171,SOMD
1b,7,-0.8834,0.27886348512010917,SOMD
7,5d,0.6423,0.4947585909646576,SOMD
5d,7,0.4666333333333333,0.33380907383978914,SOMD
7,5i,0.8700333333333332,0.5115771702403374,SOMD
5i,7,0.8446333333333332,0.6633750631765144,SOMD
5h,5m,-1.6743,0.4316603564532344,SOMD
5m,5h,2.0978333333333334,0.4019595350004498,SOMD
5n,5p,-0.07503333333333333,0.03838725193486909,SOMD
5p,5n,0.10043333333333333,0.21190419480930006,SOMD
5p,5i,0.2541333333333333,0.6819800885004718,SOMD
5i,5p,0.2986,0.9725235541277824,SOMD
