lig_1,lig_2,freenrg,error,engine
1a,3a,-1.3393333333333333,0.28336726659545164,SOMD
3a,1a,1.4385000000000001,0.2796482790935786,SOMD
1a,1b,-1.0959666666666665,0.18008063317426576,SOMD
1b,1a,0.851,0.3062555196781494,SOMD
5k,5o,3.148,1.277985470705099,SOMD
5o,5k,1.6379666666666666,0.5900880988839246,SOMD
5k,5m,-0.4260333333333333,0.11407284709537344,SOMD
5m,5k,0.3559666666666667,0.15473337641820456,SOMD
5c,5a,0.5348333333333334,0.30452448907180596,SOMD
5a,5c,-1.6755666666666666,0.4546096689591095,SOMD
5c,5b,-0.33569999999999994,0.16010700588460622,SOMD
5b,5c,-0.24309999999999998,0.32195521427676865,SOMD
5j,5b,0.9940333333333333,0.1359108081713069,SOMD
5b,5j,-0.6083,0.09454274165688237,SOMD
5j,5d,1.3453333333333335,0.15608075189180476,SOMD
5d,5j,-1.3078333333333332,0.17613393893410897,SOMD
3b,3a,0.9250333333333334,0.22066333582581807,SOMD
3a,3b,-0.766,0.19553379077114352,SOMD
3b,5d,0.45293333333333335,0.2625138366723637,SOMD
5d,3b,0.2563,0.3645096066406664,SOMD
5a,3a,0.28243333333333337,0.583791028060936,SOMD
3a,5a,0.02096666666666665,0.2933190886692814,SOMD
5b,5l,-0.5418333333333333,0.10981075134571802,SOMD
5l,5b,0.4491666666666667,0.10714747365715681,SOMD
3a,1b,0.01316666666666666,0.5748221821668952,SOMD
1b,3a,0.6501333333333333,0.4377976866595396,SOMD
5g,5h,1.7313333333333334,0.11373051969946814,SOMD
5h,5g,-0.9171666666666667,0.3225354778073947,SOMD
5g,5i,0.5273,0.010712764971441007,SOMD
5i,5g,-0.4879666666666667,0.058172912749644735,SOMD
5f,5l,-1.2700666666666667,0.16541037183656626,SOMD
5l,5f,1.3231,0.19105366610806856,SOMD
5f,5i,-0.3446,0.24711487207369776,SOMD
5i,5f,0.09576666666666667,0.21749361165586245,SOMD
5o,5m,-0.13340000000000005,1.1371267255675597,SOMD
5m,5o,-6.915866666666666,4.6797382976449065,SOMD
5e,7,0.4557,0.033117115413836,SOMD
7,5e,-0.058799999999999956,0.9524715638799932,SOMD
5e,5d,0.024900000000000002,0.06716301065318618,SOMD
5d,5e,0.07876666666666667,0.08787738300862427,SOMD
7,5d,0.23843333333333336,0.45391826111952993,SOMD
5d,7,0.5457666666666666,0.3129350589357337,SOMD
5h,5i,-1.1521666666666666,0.1463664047670928,SOMD
5i,5h,0.47009999999999996,0.1370166413250595,SOMD
5n,5d,-1.1366333333333334,2.2473831310610524,SOMD
5d,5n,1.0035666666666663,3.573883627247971,SOMD
5n,5p,-0.0251,0.07383497364618839,SOMD
5p,5n,0.03416666666666668,0.19707863348871127,SOMD
5d,5p,0.3789666666666667,0.7755879862687691,SOMD
5p,5d,0.9548333333333333,0.8426640084346259,SOMD
5d,5m,-0.9837000000000001,0.28213615507410605,SOMD
5m,5d,0.7805666666666667,0.12445969003835922,SOMD
5m,5i,1.0272,0.27066219413381937,SOMD
5i,5m,-0.9630666666666666,0.14772603396528017,SOMD
