lig_1,lig_2,freenrg,error,engine
1a,3a,0.5613499999999999,1.6780499999999998,SOMD
3a,1a,1.2679,0.34479999999999994,SOMD
1a,1b,-0.55905,0.8758499999999999,SOMD
1b,1a,1.109,0.03810000000000002,SOMD
5k,5o,0.7154,3.7361000000000004,SOMD
5o,5k,3.0495,0.34820000000000007,SOMD
5k,5m,-0.49534999999999996,0.18854999999999997,SOMD
5m,5k,0.7367,0.11899999999999998,SOMD
5c,5a,1.0454999999999999,0.9899999999999998,SOMD
5a,5c,-1.0831,0.0936,SOMD
5c,5b,-0.024050000000000016,0.41724999999999995,SOMD
5b,5c,-0.61105,0.25125,SOMD
5j,5b,0.9840500000000001,0.18485000000000001,SOMD
5b,5j,-0.68655,0.08874999999999998,SOMD
5j,5d,1.19405,0.00485000000000002,SOMD
5d,5j,-1.3857,0.2548,SOMD
3b,3a,0.89465,0.030049999999999966,SOMD
3a,3b,-0.8049,0.04360000000000002,SOMD
3b,5d,0.03939999999999999,0.8392999999999999,SOMD
5d,3b,-0.2545,0.6232,SOMD
5a,3a,1.14405,0.27305,SOMD
3a,5a,0.06244999999999998,0.43324999999999997,SOMD
5b,5l,-0.51435,0.17295000000000002,SOMD
5l,5b,0.28654999999999997,0.03754999999999999,SOMD
3a,1b,0.35674999999999996,0.5005499999999999,SOMD
1b,3a,0.49215,0.5060499999999999,SOMD
5g,5h,1.67045,0.18114999999999992,SOMD
5h,5g,-1.32215,0.055749999999999966,SOMD
5g,5i,0.3153,0.2115,SOMD
5i,5g,-0.36434999999999995,0.04205,SOMD
5f,5l,-1.1940499999999998,0.13934999999999997,SOMD
5l,5f,1.2282,0.09820000000000005,SOMD
5f,5i,-0.39345,0.41755,SOMD
5i,5f,0.50185,0.11714999999999999,SOMD
5o,5m,5.581499999999999,3.4425,SOMD
5m,5o,-0.5174999999999998,2.9400999999999997,SOMD
5e,7,0.27385,0.19694999999999996,SOMD
7,5e,-0.6208,1.0452,SOMD
5e,5d,-0.03175,0.13174999999999998,SOMD
5d,5e,0.21,0.11429999999999998,SOMD
7,5d,0.3847999999999999,0.7471999999999999,SOMD
5d,7,0.9739,0.9186,SOMD
5h,5i,-0.92145,0.048150000000000026,SOMD
5i,5h,0.81395,0.15565,SOMD
5n,5d,1.7103,0.30499999999999994,SOMD
5d,5n,-2.87615,1.4708500000000002,SOMD
5n,5p,-0.1048,0.07619999999999999,SOMD
5p,5n,-0.11804999999999999,0.20104999999999998,SOMD
5d,5p,0.64155,0.67545,SOMD
5p,5d,-1.00095,0.31605,SOMD
5d,5m,-1.2128,0.21780000000000002,SOMD
5m,5d,1.0112,0.016200000000000044,SOMD
5m,5i,1.3925999999999998,0.07789999999999997,SOMD
5i,5m,-1.1625999999999999,0.1521,SOMD
