lig_1,lig_2,freenrg,error,engine
1a,3a,0.16869999999999996,2.0707,SOMD
3a,1a,1.7485,0.13580000000000003,SOMD
1a,1b,-0.2521,0.5689,SOMD
1b,1a,1.1191,0.04820000000000002,SOMD
5k,5o,-1.21425,1.80645,SOMD
5o,5k,2.4737,0.9239999999999998,SOMD
5k,5m,-0.5005499999999999,0.18334999999999996,SOMD
5m,5k,0.4689,0.3868,SOMD
5c,5a,1.5676999999999999,0.4677999999999998,SOMD
5a,5c,-1.1280999999999999,0.13859999999999995,SOMD
5c,5b,0.18605,0.20714999999999997,SOMD
5b,5c,-0.07015,0.28964999999999996,SOMD
5j,5b,1.0481,0.1208,SOMD
5b,5j,-0.5229,0.07489999999999998,SOMD
5j,5d,1.1844999999999999,0.0047000000000000375,SOMD
5d,5j,-1.6503,0.00979999999999992,SOMD
3b,3a,1.0859999999999999,0.22139999999999993,SOMD
3a,3b,-0.6391,0.20939999999999998,SOMD
3b,5d,-0.41295000000000004,0.38695,SOMD
5d,3b,-0.026900000000000035,0.8508,SOMD
5a,3a,0.41225,0.45874999999999994,SOMD
3a,5a,0.54535,0.04965,SOMD
5b,5l,-0.70355,0.016249999999999987,SOMD
5l,5b,0.4557,0.20669999999999997,SOMD
3a,1b,0.0616,0.2054,SOMD
1b,3a,0.579,0.5929,SOMD
5g,5h,1.49665,0.007349999999999968,SOMD
5h,5g,-1.1721,0.09429999999999994,SOMD
5g,5i,0.3064,0.20259999999999997,SOMD
5i,5g,-0.38959999999999995,0.0673,SOMD
5f,5l,-1.28715,0.23245000000000005,SOMD
5l,5f,1.23025,0.09614999999999994,SOMD
5f,5i,-0.11445,0.13855,SOMD
5i,5f,0.42595,0.19305,SOMD
5o,5m,3.8374499999999996,5.1865499999999995,SOMD
5m,5o,-7.249949999999999,3.7923499999999994,SOMD
5e,7,0.23459999999999998,0.15769999999999998,SOMD
7,5e,0.14179999999999998,0.28259999999999996,SOMD
5e,5d,-0.039850000000000003,0.12365000000000001,SOMD
5d,5e,0.12154999999999999,0.20274999999999996,SOMD
7,5d,-0.3548,0.007599999999999995,SOMD
5d,7,1.5101,0.3824000000000001,SOMD
5h,5i,-1.1691500000000001,0.19955,SOMD
5i,5h,0.75905,0.21055,SOMD
5n,5d,0.7339,0.6713999999999999,SOMD
5d,5n,3.189,4.5943000000000005,SOMD
5n,5p,-0.1661,0.014899999999999995,SOMD
5p,5n,0.22260000000000002,0.1396,SOMD
5d,5p,1.5986500000000001,0.28165000000000007,SOMD
5p,5d,0.39744999999999997,1.7144499999999998,SOMD
5d,5m,-0.72845,0.26655,SOMD
5m,5d,0.8121499999999999,0.18284999999999998,SOMD
5m,5i,0.9256,0.38909999999999995,SOMD
5i,5m,-1.00075,0.31395,SOMD
