lig_1,lig_2,freenrg,error,engine
1a,3a,-1.26485,0.26555,SOMD
3a,1a,0.8759,0.6322,SOMD
1a,1b,-1.25245,0.22045,SOMD
1b,1a,0.4803,0.2417,SOMD
5k,5o,2.1979499999999996,2.2023499999999996,SOMD
5o,5k,6.4373000000000005,5.7744,SOMD
5k,5m,-0.38295,0.27115,SOMD
5m,5k,0.48525,0.11715000000000003,SOMD
5c,5a,0.893,0.44389999999999996,SOMD
5a,5c,-2.0359,0.5474,SOMD
5c,5b,0.09665000000000001,0.6413499999999999,SOMD
5b,5c,0.6426999999999999,0.7291999999999998,SOMD
5j,5b,1.17515,0.08045000000000001,SOMD
5b,5j,-0.70545,0.10385,SOMD
5j,5d,1.5683500000000001,0.08894999999999996,SOMD
5d,5j,-1.374,0.24149999999999988,SOMD
3b,3a,0.591,0.04799999999999999,SOMD
3a,3b,-1.2035,0.09650000000000003,SOMD
3b,5d,-0.35695,0.86305,SOMD
5d,3b,-0.08020000000000002,0.34349999999999997,SOMD
5a,3a,0.5906,1.1139,SOMD
3a,5a,-0.12605,0.03525,SOMD
5b,5l,-0.6496500000000001,0.08534999999999997,SOMD
5l,5b,0.4565,0.09550000000000003,SOMD
3a,1b,-0.8260000000000001,0.2588,SOMD
1b,3a,-0.917,0.6973,SOMD
5g,5h,1.54765,0.29075000000000006,SOMD
5h,5g,-0.17020000000000002,0.12560000000000002,SOMD
5g,5i,0.5930500000000001,0.04694999999999999,SOMD
5i,5g,-0.4143,0.1863,SOMD
5f,5l,-1.4824000000000002,0.5252,SOMD
5l,5f,1.3801,0.32510000000000006,SOMD
5f,5i,-0.2286,0.2588,SOMD
5i,5f,0.1657,0.49599999999999994,SOMD
5o,5m,-2.0898,0.8997,SOMD
5m,5o,-3.72675,8.401150000000001,SOMD
5e,7,1.44625,0.94225,SOMD
7,5e,0.84045,0.7899499999999999,SOMD
5e,5d,0.08955,0.19865,SOMD
5d,5e,0.26415,0.04235,SOMD
7,5d,0.5363,0.6058,SOMD
5d,7,0.3356,0.11869999999999999,SOMD
5h,5i,-1.23645,0.02195000000000002,SOMD
5i,5h,0.6784,0.4749,SOMD
5n,5d,-3.3575,2.1302,SOMD
5d,5n,-2.8489500000000003,2.42335,SOMD
5n,5p,0.029599999999999998,0.07489999999999998,SOMD
5p,5n,0.1588,0.09939999999999999,SOMD
5d,5p,-0.11255000000000001,0.5969499999999999,SOMD
5p,5d,1.38225,0.055250000000000014,SOMD
5d,5m,-1.17045,0.11185,SOMD
5m,5d,0.7951,0.11009999999999996,SOMD
5m,5i,0.99285,0.08174999999999998,SOMD
5i,5m,-0.8877999999999999,0.3040999999999999,SOMD
