lig_1,lig_2,freenrg,error,engine
1a,3a,-1.902,0.1759,SOMD
3a,1a,1.8843,0.1844,SOMD
1a,1b,-0.821,0.0883,SOMD
1b,1a,1.1673,0.0926,SOMD
5k,5c,0.1854,0.1601,SOMD
5c,5k,1.8066,0.1486,SOMD
5k,5j,-0.4558,0.0852,SOMD
5j,5k,0.7426,0.0908,SOMD
5k,5a,1.6424,0.0883,SOMD
5a,5k,-1.3885,0.0813,SOMD
5k,5e,1.1027,0.0944,SOMD
5e,5k,-0.3791,0.0962,SOMD
5k,5h,0.6788,0.0898,SOMD
5h,5k,-2.378,0.1021,SOMD
5k,5m,-0.3172,0.0492,SOMD
5m,5k,0.0821,0.0445,SOMD
5c,5b,-0.0211,0.0797,SOMD
5b,5c,0.2195,0.0768,SOMD
5j,5m,0.4239,0.1092,SOMD
5m,5j,-1.0645,0.115,SOMD
3b,3a,1.3074,0.0601,SOMD
3a,3b,-0.4297,0.0581,SOMD
3b,5l,-0.2439,0.12,SOMD
5l,3b,0.8472,0.1137,SOMD
5b,7,0.8656,0.0967,SOMD
7,5b,-0.7153,0.0967,SOMD
3a,5d,-1.125,0.0737,SOMD
5d,3a,1.6314,0.0803,SOMD
5g,5f,0.6295,0.077,SOMD
5f,5g,-0.7654,0.0726,SOMD
5g,7,2.2822,0.1558,SOMD
7,5g,-0.7334,0.1599,SOMD
5f,5i,-0.253,0.0471,SOMD
5i,5f,0.2329,0.0423,SOMD
5o,7,3.4899,220.4952,SOMD
7,5o,-2.5669,0.3339,SOMD
5o,5n,0.9616,0.1085,SOMD
5n,5o,-1.3445,0.1049,SOMD
5o,5p,0.677,0.1785,SOMD
5p,5o,-1.0778,0.1545,SOMD
5l,5e,1.45,0.1582,SOMD
5e,5l,-0.0042,0.1848,SOMD
5l,7,2.4168,0.1156,SOMD
7,5l,-1.3037,0.1122,SOMD
7,1b,0.6093,2.2132,SOMD
1b,7,-0.6093,2.2132,SOMD
7,5d,-0.3472,0.0396,SOMD
5d,7,1.1277,0.0413,SOMD
7,5i,-0.14,0.1214,SOMD
5i,7,-0.475,0.1344,SOMD
5h,5m,-2.3105,0.1118,SOMD
5m,5h,1.3528,0.1169,SOMD
5n,5p,-0.1512,0.1164,SOMD
5p,5n,0.3622,0.1188,SOMD
5p,5i,0.3798,0.402,SOMD
5i,5p,2.2431,0.3661,SOMD
