lig_1,lig_2,freenrg,error,engine
1a,3a,-1.5304,0.1754,SOMD
3a,1a,0.2437,0.2371,SOMD
1a,1b,-1.4729,0.0914,SOMD
1b,1a,0.722,0.1005,SOMD
5k,5o,-0.0044,626.8134,SOMD
5o,5k,12.2117,0.6267,SOMD
5k,5m,-0.1118,0.0474,SOMD
5m,5k,0.6024,0.0451,SOMD
5c,5a,1.3369,0.1259,SOMD
5a,5c,-1.4885,0.159,SOMD
5c,5b,0.738,0.0785,SOMD
5b,5c,1.3719,0.0799,SOMD
5j,5b,1.0947,0.0616,SOMD
5b,5j,-0.8093,0.0593,SOMD
5j,5d,1.4794,0.0672,SOMD
5d,5j,-1.6155,0.0592,SOMD
3b,3a,0.639,0.0566,SOMD
3a,3b,-1.3,0.0541,SOMD
3b,5d,-1.22,0.0494,SOMD
5d,3b,0.2633,0.05,SOMD
5a,3a,1.7045,0.0518,SOMD
3a,5a,-0.0908,0.0487,SOMD
5b,5l,-0.735,0.0643,SOMD
5l,5b,0.552,0.0563,SOMD
3a,1b,-0.5672,0.1062,SOMD
1b,3a,-1.6143,0.1066,SOMD
5g,5h,1.2569,0.11,SOMD
5h,5g,-0.0446,0.0988,SOMD
5g,5i,0.64,0.0454,SOMD
5i,5g,-0.228,0.0429,SOMD
5f,5l,-2.0076,0.0601,SOMD
5l,5f,1.055,0.0556,SOMD
5f,5i,-0.4874,0.0451,SOMD
5i,5f,0.6617,0.0463,SOMD
5o,5m,-2.9895,358.9511,SOMD
5m,5o,4.6744,483.2207,SOMD
5e,7,2.3885,0.0809,SOMD
7,5e,0.0505,0.0844,SOMD
5e,5d,0.2882,0.0722,SOMD
5d,5e,0.3065,0.0755,SOMD
7,5d,1.1421,0.0392,SOMD
5d,7,0.2169,0.041,SOMD
5h,5i,-1.2584,0.0878,SOMD
5i,5h,1.1533,0.0937,SOMD
5n,5d,-1.2273,0.7204,SOMD
5d,5n,-5.2723,687.3025,SOMD
5n,5p,-0.0453,0.126,SOMD
5p,5n,0.2582,0.1445,SOMD
5d,5p,0.4844,0.427,SOMD
5p,5d,1.327,0.2847,SOMD
5d,5m,-1.2823,0.1382,SOMD
5m,5d,0.9052,0.0928,SOMD
5m,5i,0.9111,0.0568,SOMD
5i,5m,-0.5837,0.0597,SOMD
