lig_1,lig_2,freenrg,error,engine
1a,3a,0.62005,1.6193499999999996,SOMD
3a,1a,1.5604,0.05230000000000001,SOMD
1a,1b,-0.35760000000000003,0.6744,SOMD
1b,1a,0.6547499999999999,0.4161499999999999,SOMD
5k,5o,0.6897999999999997,3.7104999999999992,SOMD
5o,5k,2.0303,1.3674,SOMD
5k,5m,-0.669,0.014899999999999967,SOMD
5m,5k,0.6119,0.24380000000000002,SOMD
5c,5a,1.2423,0.7931999999999998,SOMD
5a,5c,-1.7864,0.7968999999999999,SOMD
5c,5b,-0.07574999999999998,0.46895,SOMD
5b,5c,-0.22315000000000002,0.13665,SOMD
5j,5b,1.21225,0.04335,SOMD
5b,5j,-0.5997,0.0019000000000000126,SOMD
5j,5d,1.42325,0.23404999999999998,SOMD
5d,5j,-1.3865,0.254,SOMD
3b,3a,0.7038,0.1608,SOMD
3a,3b,-0.97775,0.12924999999999995,SOMD
3b,5d,-0.14690000000000003,0.6529999999999999,SOMD
5d,3b,-0.6507000000000001,0.227,SOMD
5a,3a,0.17385,0.6971499999999999,SOMD
3a,5a,0.1672,0.3285,SOMD
5b,5l,-0.6258,0.06149999999999999,SOMD
5l,5b,0.305,0.055999999999999994,SOMD
3a,1b,-0.6143,0.4705,SOMD
1b,3a,-0.1168,0.10289999999999999,SOMD
5g,5h,1.66385,0.17454999999999998,SOMD
5h,5g,-0.7811,0.48529999999999995,SOMD
5g,5i,0.32495,0.22115,SOMD
5i,5g,-0.46145,0.13915,SOMD
5f,5l,-1.00595,0.04874999999999996,SOMD
5l,5f,1.5158,0.1894,SOMD
5f,5i,0.02715,0.00305,SOMD
5i,5f,0.14435,0.47464999999999996,SOMD
5o,5m,3.9169499999999995,5.107049999999998,SOMD
5m,5o,-7.79275,4.3351500000000005,SOMD
5e,7,0.29045,0.21355,SOMD
7,5e,1.0274,0.603,SOMD
5e,5d,-0.1363,0.027200000000000002,SOMD
5d,5e,0.27305,0.05124999999999998,SOMD
7,5d,-0.21595,0.14645,SOMD
5d,7,1.1734,0.7191,SOMD
5h,5i,-1.09205,0.12244999999999993,SOMD
5i,5h,0.58655,0.38304999999999995,SOMD
5n,5d,-2.0412,3.4465,SOMD
5d,5n,-0.91545,0.48984999999999995,SOMD
5n,5p,-0.03825,0.14275,SOMD
5p,5n,0.0712,0.0118,SOMD
5d,5p,0.30374999999999996,1.01325,SOMD
5p,5d,0.060250000000000026,1.37725,SOMD
5d,5m,-1.0268,0.031799999999999995,SOMD
5m,5d,0.8400000000000001,0.15499999999999994,SOMD
5m,5i,1.19465,0.12004999999999999,SOMD
5i,5m,-1.2532999999999999,0.0614,SOMD
