lig_1,lig_2,freenrg,error,engine
1a,3a,-1.45065,0.45135,SOMD
3a,1a,1.6962000000000002,0.18810000000000002,SOMD
1a,1b,-0.9265,0.10550000000000002,SOMD
1b,1a,0.70295,0.46435,SOMD
5k,5c,-0.10189999999999999,0.2873,SOMD
5c,5k,0.90205,0.9045499999999999,SOMD
5k,5j,-0.6193500000000001,0.16355,SOMD
5j,5k,0.93005,0.18744999999999995,SOMD
5k,5a,1.5601500000000001,0.08225000000000003,SOMD
5a,5k,-1.5676999999999999,0.17919999999999991,SOMD
5k,5e,1.1453,0.042599999999999964,SOMD
5e,5k,-0.5541499999999999,0.17504999999999998,SOMD
5k,5h,1.0502,0.3714,SOMD
5h,5k,-1.85745,0.5205500000000001,SOMD
5k,5m,-0.48565,0.16845000000000002,SOMD
5m,5k,0.2251,0.14299999999999996,SOMD
5c,5b,-0.2829,0.2617999999999999,SOMD
5b,5c,0.0665,0.15299999999999997,SOMD
5j,5m,0.7742,0.3503,SOMD
5m,5j,-0.7726999999999999,0.2918,SOMD
3b,3a,0.9252,0.3821999999999999,SOMD
3a,3b,-0.76835,0.33864999999999995,SOMD
3b,5l,-0.6501,0.4062,SOMD
5l,3b,0.6790499999999999,0.16814999999999994,SOMD
5b,7,0.7250000000000001,0.1406,SOMD
7,5b,-0.48705,0.22825,SOMD
3a,5d,-1.25905,0.13405,SOMD
5d,3a,0.7778499999999999,0.8535499999999999,SOMD
5g,5f,0.5866,0.04289999999999999,SOMD
5f,5g,-0.7298,0.035599999999999965,SOMD
5g,7,2.06255,0.21964999999999998,SOMD
7,5g,-0.3562,0.3772,SOMD
5f,5i,-0.1114,0.1416,SOMD
5i,5f,-0.04869999999999999,0.2815999999999999,SOMD
5o,7,3.666,0.1760999999999999,SOMD
7,5o,-1.3442,1.2227,SOMD
5o,5n,0.8751,0.08650000000000001,SOMD
5n,5o,-0.8814500000000001,0.46304999999999996,SOMD
5o,5p,0.7491000000000001,0.0721,SOMD
5p,5o,-1.08515,0.007349999999999968,SOMD
5l,5e,1.3469,0.10309999999999997,SOMD
5e,5l,-0.98985,0.98565,SOMD
5l,7,1.0907,1.3260999999999998,SOMD
7,5l,-1.1047,0.19900000000000007,SOMD
7,1b,0.20329999999999998,0.40599999999999997,SOMD
1b,7,-1.0232999999999999,0.414,SOMD
7,5d,-0.20835,0.13884999999999997,SOMD
5d,7,0.7909999999999999,0.33669999999999994,SOMD
7,5i,0.06944999999999998,0.20944999999999997,SOMD
5i,7,0.38865,0.86365,SOMD
5h,5m,-2.5,0.18949999999999978,SOMD
5m,5h,1.2889,0.06389999999999996,SOMD
5n,5p,-0.023350000000000003,0.12785,SOMD
5p,5n,0.21080000000000002,0.1514,SOMD
5p,5i,0.55355,0.17374999999999996,SOMD
5i,5p,0.7564500000000001,1.48665,SOMD
