index,CID,SMILES
18362,MAT-POS-8293a91a-5,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1
17367,PET-UNK-162c14b2-1,N#CCN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
17420,MAT-POS-4223bc15-23,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
17422,MAT-POS-4223bc15-25,NC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
17775,MAT-POS-61f37a1a-12,N#CCN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
17850,EDJ-MED-fa7708b3-1,CNS(=O)(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
17881,EDJ-MED-c82a5324-2,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1COC1
17882,EDJ-MED-c82a5324-3,CC(C)(O)CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
18361,MAT-POS-8293a91a-4,CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1
18599,RAL-THA-ee48ba5f-1,CNS(=O)(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
18848,ALP-POS-6f6ae286-5,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(F)ccc23)C1
18863,BEN-DND-f06bfa8e-2,CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3cc(F)ccc23)C1
19054,MAT-POS-5cd9ea36-13,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1CC1
19056,MAT-POS-5cd9ea36-15,N#CCNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
19365,EDJ-MED-7889e8da-1,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(F)ccc23)C1
19367,EDJ-MED-7889e8da-3,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(Cl)ccc23)C1
19369,EDJ-MED-7889e8da-5,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)C1
19698,ALP-POS-1460fd94-1,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(COC)ccc23)C1
19942,EDJ-MED-0186a59b-1,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3cc(F)ccc23)C1
19943,EDJ-MED-0186a59b-2,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3cc(Cl)ccc23)C1
19944,EDJ-MED-0186a59b-3,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)C1
20092,MAT-POS-b4d6b7fc-3,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(N(C)S(C)(=O)=O)ccc23)C1
20398,JOH-UNI-ededfdb6-1,CC(C)NC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1
