index,CID,SMILES
19348,EDJ-MED-8bb691af-8,CNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O
20068,EDG-MED-b1ef7fe3-1,CNC(=O)CN1CC2(CCN(c3cncc4ccc(Cl)cc34)C2=O)c2cc(Cl)ccc2C1=O
20069,EDG-MED-b1ef7fe3-2,CNC(=O)CN1CC2(CCN(c3cncc4ccc(F)cc34)C2=O)c2cc(Cl)ccc2C1=O
20070,EDG-MED-b1ef7fe3-3,CNC(=O)CN1CC2(CCN(c3cncc4cc(F)ccc34)C2=O)c2cc(Cl)ccc2C1=O
20071,EDG-MED-b1ef7fe3-4,CNC(=O)CN1CC2(CCN(c3cncc4cc(Cl)ccc34)C2=O)c2cc(Cl)ccc2C1=O
20499,PET-UNK-14142a25-11,CNC(=O)CN1CC2(CCCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O
20932,EDJ-MED-4cb9dd84-1,O=C(CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O)NCC1CC1
20951,ALP-POS-c3a90b22-5,CNC(=O)CCN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O
20957,ALP-POS-c3a90b22-11,O=C(CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O)NCC1CCC1
20958,ALP-POS-c3a90b22-12,O=C(CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O)NCC1COC1
